order_id,customer_id,order_date,order_status,order_total
133,114,2024-02-10,delivered,523.47
134,6424,2024-02-16,delivered,158.72
135,6555,2023-09-06,delivered,535.02
136,1036,2024-03-17,delivered,5119.89
137,761,2024-08-05,delivered,1038.68
138,2939,2024-01-04,delivered,320.87
139,4639,2024-10-01,delivered,873.44
140,6490,2024-02-19,delivered,995.92
141,822,2023-08-29,delivered,631.56
142,364,2024-07-03,delivered,2373.24
143,704,2024-12-18,delivered,4954.01
144,5498,2023-12-27,delivered,5222.49
145,1201,2024-06-01,delivered,2697.88
146,7825,2024-04-07,delivered,3027.06
147,2810,2024-04-29,delivered,1986.38
148,5866,2024-01-30,delivered,693.61
149,1514,2024-11-08,delivered,3247.33
150,3600,2024-11-07,delivered,496.4
151,7489,2024-10-27,shipped,2209.34
152,2340,2024-11-09,delivered,391.14
153,290,2023-12-04,delivered,194.98
154,964,2024-06-03,delivered,1183.72
155,3475,2024-08-12,delivered,1637.14
156,5984,2024-03-29,returned,355.17
157,4834,2024-10-29,delivered,201.12
158,8487,2024-10-23,delivered,1800.01
159,838,2024-05-06,delivered,2250.83
160,3565,2024-08-25,delivered,1441.77
161,5446,2024-11-14,delivered,5124.49
162,1721,2024-12-23,shipped,684.56
163,6353,2024-05-23,delivered,665.45
164,5888,2023-12-11,delivered,682.53
165,8237,2024-09-01,delivered,1900.62
166,5534,2024-03-10,delivered,2790.92
167,5506,2024-08-27,delivered,1565.66
168,3907,2024-04-17,delivered,3038.15
169,3485,2024-10-18,delivered,1535.17
170,8855,2024-06-24,delivered,161.75
171,6601,2024-12-22,shipped,3605.82
172,8430,2024-12-01,delivered,1905.94
173,1638,2023-12-02,delivered,57.76
174,5317,2024-12-02,delivered,2594.01
175,4305,2024-01-04,delivered,213.97
176,3045,2024-08-29,delivered,2465.67
177,1902,2024-12-07,delivered,1770.0
178,5579,2024-06-17,delivered,281.53
179,2288,2024-07-19,delivered,245.49
180,5042,2023-04-29,delivered,3712.44
181,4575,2024-04-01,delivered,239.77
182,538,2023-11-14,delivered,116.59
183,471,2024-02-27,delivered,345.91
184,1731,2024-11-10,canceled,478.93
185,2594,2023-10-30,delivered,1771.11
186,3856,2023-12-11,delivered,3636.96
187,499,2024-12-06,delivered,3536.57
188,4908,2024-10-24,delivered,1174.78
189,2878,2024-10-08,delivered,64.13
190,2371,2024-12-17,delivered,1878.54
191,8116,2024-09-02,delivered,195.24
192,5794,2023-11-08,delivered,264.98
193,3530,2024-05-28,delivered,335.18
194,6801,2024-04-20,delivered,77.94
195,4676,2024-05-02,delivered,281.99
196,5300,2024-07-14,delivered,735.01
197,1073,2024-11-19,delivered,1237.89
198,5520,2023-06-01,delivered,1714.79
199,6335,2024-02-18,delivered,5227.87
200,3561,2024-11-22,delivered,1391.78
201,6789,2023-07-01,delivered,4381.68
202,21,2024-01-28,delivered,69.57
203,2804,2024-08-09,delivered,223.1
204,6250,2023-11-22,delivered,2744.73
205,4620,2023-06-08,delivered,10217.5
206,5289,2023-12-20,delivered,607.73
207,3131,2024-10-29,delivered,2790.66
208,3001,2024-11-27,delivered,667.9
209,7157,2024-06-23,delivered,629.52
210,4056,2024-03-05,delivered,2626.55
211,6772,2023-11-16,delivered,2266.18
212,7329,2024-09-01,delivered,4663.81
213,5303,2023-07-17,delivered,6709.81
214,792,2024-11-18,delivered,9494.99
215,2083,2024-10-18,delivered,114.72
216,3942,2024-07-20,delivered,2262.34
217,3864,2024-09-13,delivered,306.58
218,7629,2024-06-15,delivered,221.11
219,48,2024-12-07,delivered,1168.41
220,469,2024-01-27,delivered,165.43
221,1645,2024-10-25,delivered,375.2
222,7506,2024-06-25,delivered,543.85
223,4133,2024-05-07,delivered,1436.21
224,6790,2023-10-31,canceled,699.19
225,3178,2023-07-30,delivered,903.45
226,7746,2024-06-10,delivered,305.61
227,333,2024-08-03,delivered,20624.62
228,5247,2024-01-04,delivered,178.62
229,5016,2024-05-15,delivered,777.47
230,6200,2024-12-08,delivered,1719.78
231,7476,2024-03-01,delivered,76.42
232,8274,2024-05-14,delivered,1419.98
233,5860,2023-11-27,delivered,48.33
234,2600,2024-10-20,delivered,434.68
235,6499,2024-12-18,delivered,1051.23
236,7378,2023-12-31,delivered,5939.68
237,8730,2024-09-03,returned,5016.67
238,1884,2023-11-07,delivered,383.14
239,4142,2024-06-06,delivered,1252.66
240,6024,2024-09-05,delivered,568.87
241,6781,2024-08-09,delivered,2828.09
242,8175,2024-03-20,delivered,3219.46
243,3147,2024-09-01,delivered,1229.26
244,4093,2024-10-06,delivered,520.69
245,843,2023-11-22,delivered,70.95
246,1957,2023-11-01,delivered,941.78
247,3546,2023-07-06,delivered,3017.92
248,6397,2024-10-28,delivered,794.4
249,1330,2023-12-02,delivered,120.5
250,8552,2023-08-24,delivered,1993.29
251,51,2024-08-24,delivered,187.59
252,2863,2024-12-18,delivered,373.92
253,3962,2023-06-15,delivered,6468.67
254,8930,2024-09-30,delivered,292.13
255,4586,2024-01-21,delivered,1339.48
256,5009,2024-05-30,delivered,1554.31
257,524,2024-08-30,delivered,4323.68
258,5113,2024-04-29,delivered,6000.0
259,5952,2024-10-14,delivered,166.45
260,4706,2024-03-27,delivered,332.49
261,2362,2024-06-06,delivered,627.6
262,3245,2024-05-12,delivered,3066.93
263,949,2023-11-14,delivered,221.14
264,5326,2023-12-08,delivered,3876.33
265,477,2023-12-16,delivered,684.58
266,7900,2024-05-05,delivered,173.62
267,3640,2024-10-14,delivered,763.96
268,6503,2024-03-31,delivered,648.4
269,368,2024-12-23,delivered,989.87
270,5542,2024-08-17,delivered,894.52
271,181,2024-11-16,canceled,237.15
272,7248,2024-12-01,delivered,6695.54
273,1098,2024-04-13,returned,4038.8
274,4688,2024-11-21,delivered,1938.6
275,3368,2024-04-06,delivered,538.56
276,3705,2024-04-23,delivered,3420.43
277,474,2024-11-10,delivered,3933.12
278,7172,2024-09-27,delivered,328.43
279,7542,2024-10-17,shipped,4396.17
280,8660,2024-07-27,delivered,484.34
281,4415,2024-12-30,returned,1369.31
282,5723,2024-11-15,delivered,6858.0
283,8911,2024-06-08,delivered,404.45
284,3186,2024-07-24,delivered,124.25
285,1257,2024-12-06,delivered,1237.27
286,2553,2024-07-05,delivered,66.58
287,4600,2023-12-18,delivered,98.2
288,3468,2024-10-03,delivered,5359.15
289,329,2024-08-31,delivered,79.32
290,6330,2024-06-15,shipped,293.02
291,317,2024-07-16,delivered,142.91
292,8556,2023-06-04,delivered,1002.14
293,4844,2024-12-23,delivered,61.02
294,2918,2024-12-03,delivered,455.8
295,7900,2024-03-27,delivered,2702.81
296,6628,2023-11-06,delivered,298.37
297,8156,2024-05-01,delivered,583.6
298,6690,2024-08-09,delivered,9901.97
299,7004,2024-11-13,delivered,545.57
300,8106,2024-08-24,delivered,46.2
301,6731,2024-02-06,delivered,4518.1
302,5669,2024-10-23,shipped,1588.67
303,7891,2023-09-27,delivered,924.98
304,5169,2024-10-07,delivered,226.91
305,4639,2024-10-01,delivered,240.86
306,5143,2024-11-28,delivered,82.94
307,5449,2024-10-05,delivered,2398.76
308,2141,2024-11-19,delivered,1583.45
309,8340,2024-10-24,delivered,4968.15
310,1247,2024-02-17,delivered,2314.74
311,1713,2024-08-13,delivered,3362.35
312,5877,2023-11-22,delivered,113.01
313,1622,2024-12-23,delivered,1866.14
314,1208,2024-03-06,delivered,1372.75
315,4820,2024-11-17,delivered,1046.87
316,5353,2024-10-17,delivered,2174.58
317,2250,2024-06-15,delivered,963.17
318,5394,2024-10-11,delivered,4379.09
319,7825,2024-01-08,delivered,116.31
320,6757,2023-09-12,delivered,488.92
321,3482,2024-10-15,shipped,1605.01
322,6049,2024-06-19,delivered,76.48
323,6879,2024-06-02,delivered,848.5
324,5974,2024-04-17,delivered,7604.21
325,5929,2024-10-30,delivered,108.82
326,4567,2023-10-16,delivered,867.9
327,78,2024-08-16,delivered,699.0
328,7802,2024-04-10,shipped,4669.71
329,2254,2024-01-06,delivered,7408.41
330,8514,2024-11-30,delivered,73.56
331,6068,2023-11-30,delivered,4923.34
332,3562,2023-05-11,delivered,2117.77
333,5430,2024-06-10,delivered,1002.1
334,8267,2024-02-16,shipped,3615.34
335,2019,2023-12-17,delivered,467.48
336,760,2023-08-08,delivered,370.97
337,4338,2024-07-26,delivered,4954.05
338,8072,2023-12-08,delivered,458.46
339,8037,2024-01-25,delivered,287.35
340,3778,2024-07-31,delivered,212.82
341,3212,2024-08-04,delivered,639.72
342,91,2024-06-17,delivered,3074.08
343,2726,2024-09-12,delivered,6045.76
344,5247,2024-10-29,delivered,442.34
345,4576,2023-12-13,delivered,1540.84
346,6777,2023-03-24,delivered,742.09
347,6773,2024-12-02,delivered,144.87
348,5587,2024-07-15,delivered,1567.97
349,2921,2024-01-17,delivered,50.21
350,4172,2024-03-18,delivered,2008.94
351,4030,2024-02-13,delivered,1942.2
352,945,2023-12-16,shipped,2806.09
353,5418,2024-11-23,delivered,9150.93
354,2048,2024-07-13,delivered,4567.48
355,4631,2024-01-19,delivered,3284.56
356,162,2024-03-22,delivered,2276.17
357,8617,2024-12-06,delivered,1004.94
358,2801,2024-05-17,delivered,1113.24
359,7664,2024-04-11,delivered,264.1
360,7463,2024-09-04,shipped,381.12
361,8638,2024-08-10,delivered,688.81
362,6194,2024-04-27,delivered,5565.04
363,2983,2024-12-22,delivered,1133.77
364,158,2023-12-11,delivered,6142.94
365,815,2024-12-22,delivered,446.43
366,5344,2024-01-22,delivered,908.77
367,5905,2024-06-11,delivered,468.98
368,6718,2024-06-10,delivered,262.46
369,7853,2024-06-28,delivered,1311.97
370,7863,2024-08-24,delivered,552.69
371,8559,2024-12-18,delivered,278.96
372,6160,2024-07-14,delivered,1076.77
373,2041,2024-04-12,delivered,62.63
374,7116,2024-07-11,delivered,222.31
375,1106,2024-11-17,delivered,104.58
376,8427,2024-10-13,delivered,1466.23
377,962,2023-11-14,delivered,570.77
378,1052,2024-05-05,delivered,1031.26
379,1775,2024-08-28,delivered,318.2
380,2593,2024-07-31,delivered,887.72
381,1419,2024-04-13,delivered,1471.12
382,7835,2024-07-06,delivered,70.92
383,2524,2024-11-05,delivered,2059.63
384,5962,2023-10-15,delivered,2173.07
385,4665,2024-05-01,delivered,4496.56
386,5305,2024-01-17,delivered,67.16
387,8905,2024-10-14,delivered,1805.37
388,7870,2024-04-17,delivered,351.97
389,4711,2023-07-09,delivered,152.05
390,2069,2024-05-12,delivered,1790.68
391,3277,2023-11-11,delivered,3148.8
392,2668,2024-02-19,delivered,880.79
393,3066,2024-07-11,delivered,1578.89
394,5921,2024-06-08,delivered,416.27
395,6893,2024-05-28,shipped,2146.42
396,4154,2024-11-26,delivered,116.99
397,7620,2024-08-31,delivered,2248.57
398,4720,2024-09-12,delivered,4388.2
399,7448,2023-11-23,delivered,6847.6
400,7497,2024-06-07,delivered,915.97
401,3181,2024-12-21,delivered,187.18
402,6696,2024-09-05,delivered,525.36
403,7139,2024-09-14,delivered,1545.51
404,5281,2024-05-08,delivered,1809.79
405,701,2024-02-18,delivered,3170.95
406,8573,2024-11-23,delivered,2608.84
407,258,2023-10-11,delivered,929.07
408,2425,2023-11-06,delivered,263.03
409,194,2024-04-17,delivered,114.72
410,774,2024-11-28,delivered,621.74
411,8300,2024-06-18,delivered,949.44
412,1461,2024-08-13,returned,3224.06
413,8488,2024-07-20,delivered,1472.11
414,1042,2024-07-29,delivered,4261.95
415,5908,2024-11-29,delivered,2720.42
416,1614,2024-12-13,delivered,1003.42
417,8950,2024-04-05,delivered,313.73
418,2198,2024-11-25,delivered,415.31
419,902,2024-03-17,delivered,171.75
420,6255,2023-11-26,delivered,1322.4
421,6827,2023-10-05,delivered,1460.69
422,6750,2023-05-07,delivered,718.51
423,2563,2023-12-09,delivered,351.39
424,2280,2024-09-10,delivered,469.31
425,6356,2024-09-29,delivered,1420.35
426,5076,2024-08-10,delivered,918.19
427,4614,2024-05-14,delivered,333.74
428,8014,2023-12-12,delivered,458.13
429,8076,2024-11-16,delivered,2184.47
430,1386,2024-11-18,delivered,2220.79
431,8014,2023-11-06,delivered,4665.56
432,103,2023-12-09,delivered,1054.06
433,6008,2024-10-22,shipped,1038.09
434,5705,2024-05-30,delivered,608.03
435,474,2024-11-12,shipped,1349.35
436,1591,2024-07-14,delivered,635.99
437,6372,2024-11-19,delivered,1157.85
438,8627,2023-10-10,delivered,15031.38
439,4958,2024-09-24,delivered,662.31
440,7134,2024-03-25,delivered,148.16
441,7927,2024-09-07,delivered,4255.11
442,927,2023-07-28,delivered,636.04
443,4466,2024-11-24,delivered,709.54
444,4088,2023-11-14,delivered,1448.43
445,8895,2024-08-26,returned,465.73
446,8759,2024-11-17,delivered,3358.12
447,1208,2024-04-13,delivered,1817.97
448,5231,2024-06-24,delivered,321.16
449,1475,2024-11-15,delivered,922.51
450,7106,2024-10-24,delivered,5440.63
451,5795,2024-11-18,shipped,7298.55
452,5712,2024-02-11,delivered,3547.02
453,2364,2024-11-23,delivered,751.47
454,4897,2024-03-22,delivered,93.46
455,2896,2023-11-23,delivered,297.89
456,7130,2024-02-16,delivered,1855.94
457,4040,2024-10-18,delivered,71.87
458,8732,2024-07-23,delivered,6668.04
459,8270,2024-08-13,delivered,533.43
460,6932,2024-12-01,delivered,886.44
461,3520,2024-10-24,delivered,115.02
462,4630,2024-05-30,delivered,295.23
463,7677,2024-04-09,delivered,308.46
464,4165,2024-10-13,delivered,292.26
465,5359,2024-06-22,delivered,3901.43
466,4098,2024-12-24,delivered,2200.68
467,4297,2024-11-27,delivered,4421.95
468,8541,2024-09-15,delivered,6842.01
469,7030,2024-08-05,shipped,539.42
470,8934,2024-10-20,delivered,945.74
471,4004,2024-11-04,delivered,4273.11
472,5139,2023-12-19,delivered,2628.85
473,191,2023-05-20,delivered,1766.56
474,1655,2024-12-25,delivered,3080.76
475,3864,2024-09-09,delivered,10141.08
476,8950,2024-06-22,delivered,124.56
477,1734,2024-07-30,delivered,1203.28
478,6608,2024-11-04,delivered,5261.41
479,5946,2023-12-25,delivered,1511.97
480,4820,2024-10-15,delivered,456.5
481,4567,2024-05-18,delivered,96.16
482,7799,2024-12-12,delivered,2759.18
483,7245,2024-04-01,delivered,5604.85
484,3384,2024-11-12,delivered,1276.73
485,249,2024-04-26,delivered,344.17
486,5775,2023-04-23,delivered,34.68
487,5029,2024-10-25,delivered,844.79
488,3700,2023-09-11,delivered,2160.75
489,8173,2024-12-14,delivered,2842.6
490,7598,2024-05-24,delivered,1448.23
491,3072,2024-01-16,delivered,51.61
492,5070,2024-12-07,delivered,1578.43
493,8860,2024-09-04,shipped,3147.08
494,1650,2024-05-02,shipped,2444.61
495,1071,2024-04-24,delivered,288.92
496,8108,2024-08-30,delivered,6025.31
497,7912,2023-06-18,delivered,2730.6
498,3933,2024-05-25,delivered,251.91
499,2152,2023-11-21,delivered,259.54
500,4889,2024-07-04,delivered,177.34
501,413,2024-06-17,delivered,1868.33
502,559,2024-09-28,delivered,1266.23
503,5626,2024-11-09,delivered,1592.34
504,3727,2024-10-03,delivered,1425.78
505,177,2024-12-27,delivered,2112.48
506,7281,2024-06-01,delivered,142.99
507,13,2024-05-15,shipped,484.49
508,7933,2024-12-21,shipped,3998.2
509,6936,2024-11-19,delivered,596.48
510,1956,2024-09-28,delivered,727.61
511,8654,2024-08-08,delivered,1214.26
512,4697,2024-07-29,delivered,2763.43
513,7403,2024-05-31,shipped,2693.23
514,1394,2024-08-31,delivered,4475.9
515,3963,2023-10-12,delivered,341.72
516,7123,2024-07-04,delivered,1917.11
517,2213,2023-11-09,delivered,3041.82
518,2379,2024-06-06,delivered,8336.09
519,4455,2024-10-09,canceled,1963.7
520,5281,2024-05-08,delivered,745.19
521,8106,2024-10-19,delivered,12282.47
522,3463,2024-11-01,delivered,689.85
523,2435,2024-08-24,delivered,314.63
524,8488,2024-09-29,shipped,895.37
525,4201,2024-08-30,delivered,188.06
526,6750,2024-12-08,delivered,965.68
527,2224,2024-09-17,delivered,444.2
528,902,2024-07-08,delivered,6388.32
529,8852,2024-06-30,canceled,768.86
530,6531,2024-09-17,delivered,858.28
531,2525,2024-11-23,delivered,1834.57
532,4457,2024-07-24,delivered,533.03
533,3878,2024-06-25,delivered,1248.25
534,6035,2024-06-24,delivered,722.86
535,2473,2024-05-27,delivered,1639.87
536,482,2023-06-06,delivered,1059.12
537,331,2023-11-14,delivered,2587.86
538,6571,2024-10-29,delivered,4608.36
539,3424,2024-09-18,delivered,1587.76
540,601,2023-07-22,delivered,4139.55
541,6097,2024-11-10,delivered,644.94
542,8853,2024-12-10,delivered,307.47
543,6093,2024-11-07,delivered,5502.26
544,5705,2024-12-29,delivered,2536.09
545,8533,2024-11-23,delivered,3220.92
546,1962,2023-12-15,delivered,6828.61
547,3891,2024-04-30,delivered,310.93
548,3185,2024-02-12,delivered,1524.38
549,7709,2024-07-01,delivered,1185.83
550,717,2024-03-30,delivered,497.09
551,255,2023-06-17,delivered,9496.53
552,1876,2024-03-14,delivered,3575.51
553,1512,2024-12-18,delivered,5639.66
554,2546,2023-07-11,delivered,2110.77
555,923,2024-10-02,delivered,1615.42
556,6635,2024-06-10,delivered,6650.07
557,1602,2024-05-12,delivered,592.88
558,7873,2024-09-23,delivered,110.63
559,1592,2024-05-28,delivered,1875.72
560,1797,2023-06-06,delivered,125.85
561,4085,2024-12-21,delivered,3316.53
562,8695,2024-12-07,delivered,5197.13
563,8051,2024-06-22,delivered,4664.24
564,7468,2024-08-23,delivered,355.03
565,4155,2024-08-09,delivered,404.36
566,3985,2023-11-08,delivered,7866.0
567,7547,2024-09-25,delivered,3082.56
568,4399,2024-11-13,delivered,569.2
569,5225,2024-10-26,delivered,1256.51
570,5607,2024-11-12,delivered,3233.24
571,3964,2024-05-24,delivered,2174.03
572,1062,2024-12-28,delivered,5203.34
573,3500,2024-09-13,delivered,57.59
574,2846,2024-06-26,delivered,3417.35
575,2183,2023-11-21,delivered,148.59
576,7232,2024-11-10,delivered,1297.52
577,4971,2024-03-14,delivered,5340.0
578,657,2024-12-13,delivered,488.86
579,6203,2024-10-17,canceled,2393.18
580,8817,2024-08-09,delivered,1792.17
581,3344,2024-09-04,delivered,543.48
582,2795,2024-11-29,delivered,265.72
583,1673,2024-08-21,delivered,1029.99
584,6318,2024-04-11,delivered,3003.38
585,34,2024-09-17,delivered,563.28
586,1458,2024-12-02,delivered,2557.38
587,5174,2024-09-29,delivered,753.28
588,6411,2024-10-27,delivered,985.36
589,4779,2024-09-05,delivered,803.38
590,3839,2024-09-09,delivered,4644.45
591,6308,2024-03-10,delivered,1041.23
592,4149,2024-09-05,delivered,5690.86
593,7887,2023-10-10,delivered,72.83
594,1127,2024-05-06,delivered,2572.86
595,4739,2024-02-08,delivered,385.64
596,5582,2024-10-18,delivered,2178.22
597,4223,2024-02-22,delivered,165.67
598,4655,2023-12-19,delivered,531.9
599,7038,2023-10-25,delivered,1763.8
600,2221,2024-09-16,delivered,3050.63
601,7643,2024-04-10,delivered,2941.61
602,979,2023-05-31,delivered,1216.15
603,1070,2024-01-20,delivered,529.44
604,167,2023-12-03,delivered,6792.06
605,42,2024-10-31,delivered,257.6
606,5765,2023-12-24,delivered,101.52
607,3694,2023-09-25,canceled,3246.58
608,6030,2024-10-05,delivered,415.62
609,8393,2024-10-17,delivered,7207.89
610,2750,2024-12-04,delivered,1273.62
611,46,2024-12-28,delivered,1039.88
612,1300,2024-11-20,delivered,3532.38
613,864,2024-02-20,delivered,9092.53
614,7501,2024-07-11,delivered,3046.05
615,7996,2024-10-14,delivered,351.27
616,6533,2024-08-17,delivered,3252.39
617,8777,2024-05-19,delivered,3719.76
618,522,2024-05-08,delivered,418.13
619,4519,2024-08-07,delivered,4779.4
620,3187,2024-05-24,delivered,90.45
621,8116,2023-03-24,delivered,1751.87
622,1575,2024-11-15,shipped,886.87
623,8684,2024-06-10,delivered,264.55
624,5719,2024-08-22,delivered,11767.74
625,3071,2024-08-04,delivered,759.13
626,3080,2024-11-11,delivered,5035.24
627,5292,2024-07-16,delivered,1078.98
628,8961,2024-11-11,delivered,338.85
629,5777,2024-09-03,delivered,1563.2
630,2121,2024-09-09,delivered,1739.34
631,190,2024-03-27,delivered,2551.49
632,5841,2024-11-19,delivered,518.65
633,2414,2024-05-13,delivered,764.62
634,4229,2024-11-27,delivered,301.35
635,1118,2024-10-12,delivered,2914.09
636,2749,2024-07-26,delivered,2028.9
637,5065,2024-09-21,delivered,227.47
638,7530,2023-11-07,delivered,130.06
639,6724,2023-06-10,delivered,909.16
640,882,2024-11-06,delivered,299.66
641,8070,2024-07-22,delivered,231.6
642,6857,2024-12-20,returned,3113.88
643,1622,2024-05-02,delivered,553.8
644,535,2024-05-28,canceled,302.09
645,2289,2024-08-03,delivered,543.26
646,7197,2024-07-29,delivered,480.06
647,3533,2024-08-15,delivered,323.02
648,2832,2024-10-29,delivered,1752.79
649,6324,2024-06-17,delivered,4107.05
650,2546,2024-01-17,delivered,5806.0
651,1621,2024-01-13,delivered,1338.46
652,7407,2024-12-03,delivered,298.16
653,5408,2024-11-20,delivered,1686.79
654,603,2024-12-04,delivered,306.34
655,6065,2024-09-08,delivered,796.91
656,1072,2024-11-06,delivered,2608.31
657,6356,2023-12-06,delivered,1022.01
658,4973,2024-10-06,delivered,2957.14
659,4820,2024-11-19,delivered,5568.17
660,3004,2024-03-21,delivered,146.25
661,4452,2024-08-08,delivered,4605.59
662,5369,2024-04-10,delivered,1720.8
663,2483,2024-05-22,delivered,1722.88
664,4148,2024-02-01,delivered,526.62
665,7853,2024-01-19,delivered,245.23
666,8539,2024-04-25,delivered,1390.85
667,2001,2024-10-01,returned,299.82
668,6974,2024-09-17,delivered,307.69
669,6608,2024-08-29,delivered,281.84
670,1104,2023-03-30,delivered,56.48
671,7281,2024-01-26,delivered,651.11
672,5130,2024-06-24,delivered,2346.65
673,1508,2024-03-18,delivered,2962.1
674,5476,2024-11-05,delivered,387.02
675,5808,2024-01-09,delivered,443.31
676,4416,2024-10-07,delivered,7671.26
677,3468,2024-05-24,shipped,2126.11
678,3934,2024-09-04,delivered,120.06
679,4170,2023-09-13,delivered,1101.43
680,8020,2024-08-02,returned,88.4
681,1169,2024-12-24,delivered,3890.77
682,6994,2024-04-05,delivered,2524.47
683,1222,2024-11-19,shipped,6234.79
684,2118,2024-09-13,delivered,785.04
