payment_id,order_id,payment_type,installments,payment_value
135,135,credit_card,2,535.02
136,136,credit_card,1,5119.89
137,137,credit_card,6,1038.68
138,138,debit_card,1,320.87
139,139,boleto,1,873.44
140,140,credit_card,2,995.92
141,141,voucher,1,631.56
142,142,boleto,1,2373.24
143,143,voucher,1,4954.01
144,144,debit_card,1,5222.49
145,145,credit_card,1,2697.88
146,146,debit_card,1,3027.06
147,147,voucher,1,1986.38
148,148,voucher,1,693.61
149,149,credit_card,1,3247.33
150,150,debit_card,1,496.4
151,151,credit_card,3,2209.34
152,152,boleto,1,391.14
153,153,credit_card,1,194.98
154,154,debit_card,1,1183.72
155,155,debit_card,1,1637.14
156,156,voucher,1,355.17
157,157,boleto,1,201.12
158,158,credit_card,1,1800.01
159,159,credit_card,10,2250.83
160,160,debit_card,1,1441.77
161,161,debit_card,1,5124.49
162,162,boleto,1,684.56
163,163,debit_card,1,665.45
164,164,credit_card,1,682.53
165,165,voucher,1,1900.62
166,166,credit_card,1,2790.92
167,167,debit_card,1,1565.66
168,168,credit_card,3,3038.15
169,169,voucher,1,1535.17
170,170,boleto,1,161.75
171,171,debit_card,1,3605.82
172,172,voucher,1,1905.94
173,173,voucher,1,57.76
174,174,voucher,1,2594.01
175,175,voucher,1,213.97
176,176,credit_card,1,2465.67
177,177,voucher,1,1770.0
178,178,credit_card,1,281.53
179,179,boleto,1,245.49
180,180,debit_card,1,3712.44
181,181,voucher,1,239.77
182,182,credit_card,1,116.59
183,183,voucher,1,345.91
184,184,boleto,1,478.93
185,185,debit_card,1,1771.11
186,186,boleto,1,3636.96
187,187,credit_card,1,3536.57
188,188,voucher,1,1174.78
189,189,credit_card,1,64.13
190,190,credit_card,4,1878.54
191,191,credit_card,1,195.24
192,192,voucher,1,264.98
193,193,credit_card,10,335.18
194,194,voucher,1,77.94
195,195,voucher,1,281.99
196,196,voucher,1,735.01
197,197,credit_card,6,1237.89
198,198,debit_card,1,1714.79
199,199,credit_card,1,5227.87
200,200,debit_card,1,1391.78
201,201,debit_card,1,4381.68
202,202,voucher,1,69.57
203,203,voucher,1,223.1
204,204,credit_card,1,2744.73
205,205,debit_card,1,10217.5
206,206,boleto,1,607.73
207,207,debit_card,1,2790.66
208,208,voucher,1,667.9
209,209,voucher,1,629.52
210,210,debit_card,1,2626.55
211,211,credit_card,1,2266.18
212,212,voucher,1,4663.81
213,213,credit_card,4,6709.81
214,214,credit_card,1,9494.99
215,215,debit_card,1,114.72
216,216,boleto,1,2262.34
217,217,debit_card,1,306.58
218,218,voucher,1,221.11
219,219,voucher,1,1168.41
220,220,voucher,1,165.43
221,221,boleto,1,375.2
222,222,debit_card,1,543.85
223,223,debit_card,1,1436.21
224,224,credit_card,2,699.19
225,225,voucher,1,903.45
226,226,debit_card,1,305.61
227,227,voucher,1,20624.62
228,228,debit_card,1,178.62
229,229,voucher,1,777.47
230,230,boleto,1,1719.78
231,231,credit_card,1,76.42
232,232,voucher,1,1419.98
233,233,debit_card,1,48.33
234,234,boleto,1,434.68
235,235,debit_card,1,1051.23
236,236,voucher,1,5939.68
237,237,boleto,1,5016.67
238,238,debit_card,1,383.14
239,239,boleto,1,1252.66
240,240,debit_card,1,568.87
241,241,voucher,1,2828.09
242,242,debit_card,1,3219.46
243,243,boleto,1,1229.26
244,244,voucher,1,520.69
245,245,debit_card,1,70.95
246,246,credit_card,1,941.78
247,247,debit_card,1,3017.92
248,248,credit_card,1,794.4
249,249,debit_card,1,120.5
250,250,boleto,1,1993.29
251,251,credit_card,1,187.59
252,252,debit_card,1,373.92
253,253,voucher,1,6468.67
254,254,debit_card,1,292.13
255,255,voucher,1,1339.48
256,256,boleto,1,1554.31
257,257,credit_card,1,4323.68
258,258,credit_card,1,6000.0
259,259,debit_card,1,166.45
260,260,boleto,1,332.49
261,261,credit_card,1,627.6
262,262,boleto,1,3066.93
263,263,voucher,1,221.14
264,264,voucher,1,3876.33
265,265,voucher,1,684.58
266,266,debit_card,1,173.62
267,267,boleto,1,763.96
268,268,debit_card,1,648.4
269,269,boleto,1,989.87
270,270,credit_card,1,894.52
271,271,debit_card,1,237.15
272,272,credit_card,1,6695.54
273,273,debit_card,1,4038.8
274,274,boleto,1,1938.6
275,275,boleto,1,538.56
276,276,credit_card,2,3420.43
277,277,boleto,1,3933.12
278,278,voucher,1,328.43
279,279,credit_card,2,4396.17
280,280,boleto,1,484.34
281,281,voucher,1,1369.31
282,282,credit_card,6,6858.0
283,283,debit_card,1,404.45
284,284,credit_card,1,124.25
285,285,credit_card,1,1237.27
286,286,debit_card,1,66.58
287,287,credit_card,1,98.2
288,288,debit_card,1,5359.15
289,289,debit_card,1,79.32
290,290,boleto,1,293.02
291,291,boleto,1,142.91
292,292,debit_card,1,1002.14
293,293,boleto,1,61.02
294,294,boleto,1,455.8
295,295,voucher,1,2702.81
296,296,credit_card,1,298.37
297,297,voucher,1,583.6
298,298,debit_card,1,9901.97
299,299,boleto,1,545.57
300,300,debit_card,1,46.2
301,301,debit_card,1,4518.1
302,302,debit_card,1,1588.67
303,303,voucher,1,924.98
304,304,boleto,1,226.91
305,305,voucher,1,240.86
306,306,voucher,1,82.94
307,307,boleto,1,2398.76
308,308,debit_card,1,1583.45
309,309,credit_card,2,4968.15
310,310,voucher,1,2314.74
311,311,boleto,1,3362.35
312,312,debit_card,1,113.01
313,313,debit_card,1,1866.14
314,314,debit_card,1,1372.75
315,315,voucher,1,1046.87
316,316,voucher,1,2174.58
317,317,voucher,1,963.17
318,318,debit_card,1,4379.09
319,319,voucher,1,116.31
320,320,debit_card,1,488.92
321,321,debit_card,1,1605.01
322,322,debit_card,1,76.48
323,323,boleto,1,848.5
324,324,credit_card,3,7604.21
325,325,voucher,1,108.82
326,326,voucher,1,867.9
327,327,voucher,1,699.0
328,328,voucher,1,4669.71
329,329,boleto,1,7408.41
330,330,voucher,1,73.56
331,331,credit_card,1,4923.34
332,332,debit_card,1,2117.77
333,333,voucher,1,1002.1
334,334,credit_card,3,3615.34
335,335,boleto,1,467.48
336,336,debit_card,1,370.97
337,337,debit_card,1,4954.05
338,338,boleto,1,458.46
339,339,boleto,1,287.35
340,340,credit_card,1,212.82
341,341,credit_card,10,639.72
342,342,debit_card,1,3074.08
343,343,credit_card,1,6045.76
344,344,debit_card,1,442.34
345,345,boleto,1,1540.84
346,346,voucher,1,742.09
347,347,boleto,1,144.87
348,348,credit_card,10,1567.97
349,349,boleto,1,50.21
350,350,credit_card,2,2008.94
351,351,credit_card,6,1942.2
352,352,credit_card,1,2806.09
353,353,boleto,1,9150.93
354,354,debit_card,1,4567.48
355,355,voucher,1,3284.56
356,356,debit_card,1,2276.17
357,357,voucher,1,1004.94
358,358,credit_card,3,1113.24
359,359,debit_card,1,264.1
360,360,boleto,1,381.12
361,361,voucher,1,688.81
362,362,debit_card,1,5565.04
363,363,credit_card,1,1133.77
364,364,debit_card,1,6142.94
365,365,credit_card,1,446.43
366,366,debit_card,1,908.77
367,367,voucher,1,468.98
368,368,voucher,1,262.46
369,369,voucher,1,1311.97
370,370,debit_card,1,552.69
371,371,voucher,1,278.96
372,372,credit_card,1,1076.77
373,373,debit_card,1,62.63
374,374,debit_card,1,222.31
375,375,credit_card,1,104.58
376,376,boleto,1,1466.23
377,377,debit_card,1,570.77
378,378,credit_card,1,1031.26
379,379,debit_card,1,318.2
380,380,boleto,1,887.72
381,381,debit_card,1,1471.12
382,382,voucher,1,70.92
383,383,credit_card,1,2059.63
384,384,boleto,1,2173.07
385,385,debit_card,1,4496.56
386,386,boleto,1,67.16
387,387,credit_card,3,1805.37
388,388,credit_card,2,351.97
389,389,debit_card,1,152.05
390,390,debit_card,1,1790.68
391,391,boleto,1,3148.8
392,392,debit_card,1,880.79
393,393,boleto,1,1578.89
394,394,credit_card,1,416.27
395,395,credit_card,1,2146.42
396,396,credit_card,1,116.99
397,397,boleto,1,2248.57
398,398,voucher,1,4388.2
399,399,credit_card,1,6847.6
400,400,boleto,1,915.97
401,401,credit_card,1,187.18
402,402,debit_card,1,525.36
403,403,voucher,1,1545.51
404,404,credit_card,1,1809.79
405,405,debit_card,1,3170.95
406,406,voucher,1,2608.84
407,407,boleto,1,929.07
408,408,credit_card,6,263.03
409,409,boleto,1,114.72
410,410,debit_card,1,621.74
411,411,boleto,1,949.44
412,412,boleto,1,3224.06
413,413,debit_card,1,1472.11
414,414,credit_card,1,4261.95
415,415,debit_card,1,2720.42
416,416,boleto,1,1003.42
417,417,voucher,1,313.73
418,418,debit_card,1,415.31
419,419,credit_card,1,171.75
420,420,voucher,1,1322.4
421,421,boleto,1,1460.69
422,422,debit_card,1,718.51
423,423,voucher,1,351.39
424,424,credit_card,1,469.31
425,425,credit_card,6,1420.35
426,426,voucher,1,918.19
427,427,voucher,1,333.74
428,428,voucher,1,458.13
429,429,debit_card,1,2184.47
430,430,debit_card,1,2220.79
431,431,voucher,1,4665.56
432,432,voucher,1,1054.06
433,433,credit_card,1,1038.09
434,434,credit_card,1,608.03
435,435,debit_card,1,1349.35
436,436,boleto,1,635.99
437,437,debit_card,1,1157.85
438,438,voucher,1,15031.38
439,439,credit_card,3,662.31
440,440,debit_card,1,148.16
441,441,voucher,1,4255.11
442,442,boleto,1,636.04
443,443,voucher,1,709.54
444,444,voucher,1,1448.43
445,445,credit_card,2,465.73
446,446,boleto,1,3358.12
447,447,debit_card,1,1817.97
448,448,boleto,1,321.16
449,449,debit_card,1,922.51
450,450,debit_card,1,5440.63
451,451,boleto,1,7298.55
452,452,boleto,1,3547.02
453,453,credit_card,1,751.47
454,454,boleto,1,93.46
455,455,debit_card,1,297.89
456,456,credit_card,2,1855.94
457,457,debit_card,1,71.87
458,458,voucher,1,6668.04
459,459,voucher,1,533.43
460,460,voucher,1,886.44
461,461,debit_card,1,115.02
462,462,debit_card,1,295.23
463,463,debit_card,1,308.46
464,464,credit_card,1,292.26
465,465,debit_card,1,3901.43
466,466,debit_card,1,2200.68
467,467,boleto,1,4421.95
468,468,debit_card,1,6842.01
469,469,voucher,1,539.42
470,470,debit_card,1,945.74
471,471,debit_card,1,4273.11
472,472,credit_card,2,2628.85
473,473,boleto,1,1766.56
474,474,debit_card,1,3080.76
475,475,credit_card,2,10141.08
476,476,boleto,1,124.56
477,477,debit_card,1,1203.28
478,478,debit_card,1,5261.41
479,479,debit_card,1,1511.97
480,480,boleto,1,456.5
481,481,voucher,1,96.16
482,482,credit_card,1,2759.18
483,483,voucher,1,5604.85
484,484,boleto,1,1276.73
485,485,boleto,1,344.17
486,486,debit_card,1,34.68
487,487,boleto,1,844.79
488,488,voucher,1,2160.75
489,489,credit_card,10,2842.6
490,490,debit_card,1,1448.23
491,491,boleto,1,51.61
492,492,boleto,1,1578.43
493,493,debit_card,1,3147.08
494,494,voucher,1,2444.61
495,495,voucher,1,288.92
496,496,credit_card,1,6025.31
497,497,voucher,1,2730.6
498,498,voucher,1,251.91
499,499,voucher,1,259.54
500,500,voucher,1,177.34
501,501,debit_card,1,1868.33
502,502,credit_card,4,1266.23
503,503,debit_card,1,1592.34
504,504,debit_card,1,1425.78
505,505,credit_card,1,2112.48
506,506,voucher,1,142.99
507,507,boleto,1,484.49
508,508,voucher,1,3998.2
509,509,boleto,1,596.48
510,510,credit_card,3,727.61
511,511,boleto,1,1214.26
512,512,credit_card,1,2763.43
513,513,voucher,1,2693.23
514,514,debit_card,1,4475.9
515,515,voucher,1,341.72
516,516,debit_card,1,1917.11
517,517,boleto,1,3041.82
518,518,debit_card,1,8336.09
519,519,credit_card,1,1963.7
520,520,voucher,1,745.19
521,521,voucher,1,12282.47
522,522,credit_card,3,689.85
523,523,voucher,1,314.63
524,524,debit_card,1,895.37
525,525,voucher,1,188.06
526,526,debit_card,1,965.68
527,527,debit_card,1,444.2
528,528,boleto,1,6388.32
529,529,boleto,1,768.86
530,530,boleto,1,858.28
531,531,credit_card,1,1834.57
532,532,voucher,1,533.03
533,533,debit_card,1,1248.25
534,534,credit_card,6,722.86
535,535,boleto,1,1639.87
536,536,credit_card,1,1059.12
537,537,debit_card,1,2587.86
538,538,credit_card,6,4608.36
539,539,debit_card,1,1587.76
540,540,debit_card,1,4139.55
541,541,voucher,1,644.94
542,542,credit_card,2,307.47
543,543,voucher,1,5502.26
544,544,voucher,1,2536.09
545,545,debit_card,1,3220.92
546,546,credit_card,3,6828.61
547,547,credit_card,1,310.93
548,548,debit_card,1,1524.38
549,549,credit_card,1,1185.83
550,550,boleto,1,497.09
551,551,debit_card,1,9496.53
552,552,voucher,1,3575.51
553,553,boleto,1,5639.66
554,554,voucher,1,2110.77
555,555,credit_card,1,1615.42
556,556,debit_card,1,6650.07
557,557,voucher,1,592.88
558,558,voucher,1,110.63
559,559,boleto,1,1875.72
560,560,boleto,1,125.85
561,561,boleto,1,3316.53
562,562,credit_card,1,5197.13
563,563,boleto,1,4664.24
564,564,boleto,1,355.03
565,565,credit_card,2,404.36
566,566,boleto,1,7866.0
567,567,credit_card,1,3082.56
568,568,credit_card,1,569.2
569,569,boleto,1,1256.51
570,570,voucher,1,3233.24
571,571,boleto,1,2174.03
572,572,debit_card,1,5203.34
573,573,debit_card,1,57.59
574,574,boleto,1,3417.35
575,575,debit_card,1,148.59
576,576,voucher,1,1297.52
577,577,credit_card,10,5340.0
578,578,debit_card,1,488.86
579,579,voucher,1,2393.18
580,580,credit_card,2,1792.17
581,581,boleto,1,543.48
582,582,debit_card,1,265.72
583,583,credit_card,6,1029.99
584,584,voucher,1,3003.38
585,585,debit_card,1,563.28
586,586,voucher,1,2557.38
587,587,credit_card,6,753.28
588,588,credit_card,1,985.36
589,589,voucher,1,803.38
590,590,voucher,1,4644.45
591,591,debit_card,1,1041.23
592,592,credit_card,1,5690.86
593,593,voucher,1,72.83
594,594,debit_card,1,2572.86
595,595,credit_card,1,385.64
596,596,credit_card,2,2178.22
597,597,voucher,1,165.67
598,598,debit_card,1,531.9
599,599,boleto,1,1763.8
600,600,debit_card,1,3050.63
601,601,credit_card,1,2941.61
602,602,credit_card,1,1216.15
603,603,credit_card,1,529.44
604,604,credit_card,1,6792.06
605,605,credit_card,2,257.6
606,606,credit_card,1,101.52
607,607,credit_card,1,3246.58
608,608,debit_card,1,415.62
609,609,credit_card,10,7207.89
610,610,boleto,1,1273.62
611,611,voucher,1,1039.88
612,612,boleto,1,3532.38
613,613,voucher,1,9092.53
614,614,boleto,1,3046.05
615,615,debit_card,1,351.27
616,616,boleto,1,3252.39
617,617,boleto,1,3719.76
618,618,boleto,1,418.13
619,619,voucher,1,4779.4
620,620,voucher,1,90.45
621,621,boleto,1,1751.87
622,622,credit_card,1,886.87
623,623,credit_card,1,264.55
624,624,debit_card,1,11767.74
625,625,debit_card,1,759.13
626,626,debit_card,1,5035.24
627,627,debit_card,1,1078.98
628,628,voucher,1,338.85
629,629,boleto,1,1563.2
630,630,credit_card,3,1739.34
631,631,voucher,1,2551.49
632,632,voucher,1,518.65
633,633,credit_card,1,764.62
634,634,boleto,1,301.35
635,635,credit_card,2,2914.09
636,636,voucher,1,2028.9
637,637,credit_card,1,227.47
638,638,credit_card,1,130.06
639,639,voucher,1,909.16
640,640,credit_card,4,299.66
641,641,credit_card,1,231.6
642,642,voucher,1,3113.88
643,643,debit_card,1,553.8
644,644,voucher,1,302.09
645,645,boleto,1,543.26
646,646,credit_card,1,480.06
647,647,credit_card,1,323.02
648,648,boleto,1,1752.79
649,649,voucher,1,4107.05
650,650,debit_card,1,5806.0
651,651,credit_card,1,1338.46
652,652,voucher,1,298.16
653,653,debit_card,1,1686.79
654,654,credit_card,6,306.34
655,655,boleto,1,796.91
656,656,voucher,1,2608.31
657,657,credit_card,1,1022.01
658,658,debit_card,1,2957.14
659,659,credit_card,4,5568.17
660,660,debit_card,1,146.25
661,661,boleto,1,4605.59
662,662,boleto,1,1720.8
663,663,boleto,1,1722.88
664,664,credit_card,2,526.62
665,665,credit_card,10,245.23
666,666,voucher,1,1390.85
667,667,boleto,1,299.82
668,668,boleto,1,307.69
669,669,debit_card,1,281.84
670,670,boleto,1,56.48
671,671,boleto,1,651.11
672,672,credit_card,10,2346.65
673,673,credit_card,1,2962.1
674,674,debit_card,1,387.02
675,675,debit_card,1,443.31
676,676,boleto,1,7671.26
677,677,voucher,1,2126.11
678,678,debit_card,1,120.06
679,679,voucher,1,1101.43
680,680,debit_card,1,88.4
681,681,debit_card,1,3890.77
682,682,boleto,1,2524.47
683,683,boleto,1,6234.79
684,684,debit_card,1,785.04
685,685,boleto,1,56.78
686,686,boleto,1,1466.57
687,687,credit_card,4,244.37
688,688,voucher,1,4429.36
689,689,debit_card,1,2924.31
690,690,debit_card,1,182.37
691,691,debit_card,1,2613.33
692,692,voucher,1,85.42
693,693,voucher,1,148.15
694,694,voucher,1,654.15
695,695,boleto,1,253.72
696,696,boleto,1,588.68
697,697,voucher,1,226.84
698,698,debit_card,1,2025.71
699,699,voucher,1,986.19
700,700,boleto,1,2332.11
701,701,voucher,1,302.12
702,702,voucher,1,1018.71
703,703,credit_card,3,513.88
704,704,boleto,1,201.45
705,705,credit_card,3,4048.32
706,706,debit_card,1,2507.58
707,707,credit_card,6,3900.01
708,708,boleto,1,15273.04
709,709,debit_card,1,118.18
710,710,boleto,1,6020.26
711,711,voucher,1,369.46
712,712,boleto,1,443.37
713,713,debit_card,1,890.5
714,714,voucher,1,2553.72
715,715,boleto,1,2406.02
716,716,credit_card,1,553.88
717,717,voucher,1,1980.13
718,718,voucher,1,414.13
719,719,voucher,1,6368.66
720,720,debit_card,1,3923.8
721,721,boleto,1,643.1
722,722,boleto,1,53.47
723,723,boleto,1,2884.31
724,724,boleto,1,447.3
725,725,voucher,1,254.16
726,726,voucher,1,1875.44
727,727,voucher,1,43.32
728,728,boleto,1,79.15
729,729,credit_card,1,207.24
730,730,credit_card,10,863.91
731,731,debit_card,1,1156.82
732,732,boleto,1,2122.02
733,733,debit_card,1,2634.34
734,734,voucher,1,3001.54
735,735,voucher,1,275.32
736,736,credit_card,10,242.51
737,737,voucher,1,557.72
738,738,credit_card,10,2179.68
739,739,voucher,1,3752.43
740,740,debit_card,1,81.03
741,741,credit_card,1,2118.74
742,742,credit_card,1,323.11
743,743,credit_card,1,1185.06
744,744,credit_card,1,974.48
745,745,credit_card,4,2026.05
746,746,debit_card,1,1457.13
747,747,voucher,1,3056.7
748,748,credit_card,10,743.18
749,749,boleto,1,165.54
750,750,voucher,1,1078.9
751,751,debit_card,1,3893.8
752,752,boleto,1,660.57
753,753,voucher,1,1001.75
754,754,credit_card,1,129.4
755,755,boleto,1,803.26
756,756,credit_card,1,5125.62
757,757,debit_card,1,2627.99
758,758,credit_card,1,854.83
759,759,debit_card,1,682.62
760,760,voucher,1,153.37
761,761,voucher,1,713.7
762,762,boleto,1,2775.35
763,763,boleto,1,6953.08
764,764,credit_card,1,170.26
765,765,credit_card,1,1496.49
766,766,boleto,1,2932.89
767,767,credit_card,4,2401.65
768,768,debit_card,1,509.85
769,769,credit_card,1,371.37
770,770,boleto,1,440.28
771,771,credit_card,3,2822.68
772,772,credit_card,4,756.78
773,773,boleto,1,125.79
774,774,credit_card,6,1000.21
775,775,boleto,1,1004.44
776,776,credit_card,1,597.41
777,777,credit_card,1,145.95
778,778,credit_card,1,1195.2
779,779,credit_card,1,2311.88
780,780,debit_card,1,785.07
781,781,voucher,1,1640.59
782,782,credit_card,4,5354.46
783,783,boleto,1,3036.5
784,784,voucher,1,1552.61
785,785,boleto,1,687.94
786,786,voucher,1,1127.57
787,787,credit_card,1,1502.29
788,788,boleto,1,198.41
789,789,debit_card,1,2412.36
790,790,credit_card,3,341.1
791,791,boleto,1,3086.82
792,792,voucher,1,2320.94
793,793,boleto,1,3130.67
794,794,boleto,1,1528.97
795,795,credit_card,1,276.45
796,796,credit_card,1,120.87
797,797,credit_card,1,2483.17
798,798,boleto,1,416.59
799,799,credit_card,1,1208.51
800,800,debit_card,1,1230.69
801,801,boleto,1,4466.48
802,802,boleto,1,1849.13
803,803,credit_card,1,1598.56
804,804,debit_card,1,4174.76
805,805,voucher,1,1809.35
806,806,credit_card,1,186.57
807,807,debit_card,1,606.36
808,808,boleto,1,194.28
809,809,boleto,1,62.7
810,810,credit_card,10,865.78
811,811,voucher,1,349.25
812,812,debit_card,1,1985.69
813,813,debit_card,1,1597.88
814,814,credit_card,1,133.65
815,815,voucher,1,215.06
816,816,credit_card,1,2761.53
817,817,boleto,1,3132.48
818,818,debit_card,1,370.75
819,819,credit_card,1,1460.9
820,820,voucher,1,2473.73
821,821,voucher,1,1321.81
822,822,voucher,1,113.49
823,823,debit_card,1,1129.33
824,824,credit_card,1,1681.24
825,825,boleto,1,283.66
826,826,boleto,1,2140.22
827,827,voucher,1,4827.49
828,828,voucher,1,192.0
829,829,debit_card,1,2700.63
830,830,debit_card,1,1126.98
831,831,boleto,1,169.43
832,832,boleto,1,155.05
833,833,debit_card,1,1825.42
834,834,boleto,1,1023.77
835,835,voucher,1,506.04
836,836,voucher,1,3192.41
837,837,boleto,1,1991.98
838,838,debit_card,1,1679.56
839,839,debit_card,1,329.27
840,840,boleto,1,2157.58
841,841,debit_card,1,3826.26
842,842,debit_card,1,206.74
843,843,debit_card,1,5686.15
844,844,voucher,1,163.1
845,845,boleto,1,1611.98
846,846,voucher,1,1278.12
847,847,boleto,1,896.58
848,848,voucher,1,978.47
849,849,debit_card,1,8593.32
850,850,boleto,1,255.32
851,851,debit_card,1,2505.71
852,852,boleto,1,792.03
853,853,boleto,1,5123.37
854,854,boleto,1,467.31
855,855,voucher,1,2830.31
856,856,boleto,1,158.35
857,857,voucher,1,2254.45
858,858,credit_card,1,49.76
859,859,debit_card,1,593.72
860,860,credit_card,4,13825.92
861,861,voucher,1,133.39
862,862,voucher,1,172.68
863,863,debit_card,1,425.03
864,864,credit_card,1,3416.28
865,865,voucher,1,3357.9
866,866,boleto,1,1582.38
867,867,credit_card,1,1131.34
868,868,credit_card,1,4156.33
869,869,boleto,1,234.2
870,870,boleto,1,106.82
871,871,boleto,1,263.74
872,872,debit_card,1,842.45
873,873,debit_card,1,534.21
874,874,debit_card,1,88.79
875,875,voucher,1,5965.8
876,876,debit_card,1,1475.64
877,877,debit_card,1,102.76
878,878,voucher,1,478.4
879,879,boleto,1,962.97
880,880,voucher,1,2181.87
881,881,credit_card,4,2260.62
882,882,voucher,1,395.21
883,883,voucher,1,620.9
884,884,credit_card,6,3490.16
885,885,boleto,1,292.43
886,886,voucher,1,3173.99
887,887,boleto,1,3700.84
888,888,boleto,1,1275.39
889,889,voucher,1,693.96
890,890,boleto,1,4394.31
891,891,boleto,1,1901.69
892,892,voucher,1,407.14
893,893,debit_card,1,235.17
894,894,boleto,1,1510.64
895,895,debit_card,1,1255.02
896,896,boleto,1,1243.62
897,897,voucher,1,468.54
898,898,voucher,1,99.2
899,899,boleto,1,1139.39
900,900,credit_card,2,352.54
901,901,boleto,1,218.52
902,902,boleto,1,129.37
903,903,voucher,1,247.44
904,904,voucher,1,4227.29
905,905,credit_card,10,248.7
906,906,boleto,1,384.22
907,907,voucher,1,1083.2
908,908,debit_card,1,730.68
909,909,credit_card,4,404.5
910,910,boleto,1,1321.81
911,911,boleto,1,856.88
912,912,credit_card,1,61.87
913,913,voucher,1,2740.08
914,914,credit_card,1,159.36
915,915,credit_card,6,766.87
916,916,credit_card,1,3323.88
917,917,voucher,1,69.83
918,918,voucher,1,2267.14
919,919,voucher,1,1909.56
920,920,credit_card,1,5867.45
921,921,boleto,1,731.78
922,922,debit_card,1,627.27
923,923,credit_card,1,420.38
924,924,debit_card,1,742.6
925,925,debit_card,1,720.42
926,926,credit_card,1,7671.1
927,927,debit_card,1,673.26
928,928,voucher,1,1818.85
