product_id,product_category,product_name,unit_cost,list_price,weight_g
48,sports_leisure,Sports Leisure Item 48,97.78,119.53,4641
49,sports_leisure,Sports Leisure Item 49,550.01,672.03,10128
50,housewares,Housewares Item 50,409.05,548.76,7802
51,electronics,Electronics Item 51,2107.61,2450.69,10072
52,auto_parts,Auto Parts Item 52,201.33,243.42,2572
53,toys_baby,Toys Baby Item 53,67.15,79.89,14300
54,toys_baby,Toys Baby Item 54,294.16,357.69,7744
55,books_stationery,Books Stationery Item 55,35.65,40.83,12738
56,toys_baby,Toys Baby Item 56,56.83,67.39,6697
57,electronics,Electronics Item 57,2848.4,3209.51,10217
58,toys_baby,Toys Baby Item 58,191.23,237.08,10941
59,toys_baby,Toys Baby Item 59,227.64,276.35,4174
60,home_furniture,Home Furniture Item 60,1073.24,1400.7,706
61,fashion_accessories,Fashion Accessories Item 61,63.86,97.17,3514
62,beauty_health,Beauty Health Item 62,143.97,204.89,14466
63,sports_leisure,Sports Leisure Item 63,239.03,299.26,2551
64,books_stationery,Books Stationery Item 64,58.71,67.18,4760
65,electronics,Electronics Item 65,1750.47,2020.6,8698
66,home_furniture,Home Furniture Item 66,643.35,794.77,10994
67,fashion_accessories,Fashion Accessories Item 67,48.63,75.49,6253
68,electronics,Electronics Item 68,2532.76,2963.97,11579
69,housewares,Housewares Item 69,453.01,596.85,6334
70,housewares,Housewares Item 70,42.87,58.29,10834
71,electronics,Electronics Item 71,2768.06,3267.85,9420
72,sports_leisure,Sports Leisure Item 72,118.45,150.25,8235
73,housewares,Housewares Item 73,360.37,470.29,7533
74,electronics,Electronics Item 74,927.51,1072.8,5982
75,beauty_health,Beauty Health Item 75,120.93,171.1,12593
76,computers_tablets,Computers Tablets Item 76,1400.43,1508.47,1327
77,housewares,Housewares Item 77,367.08,471.54,7994
78,computers_tablets,Computers Tablets Item 78,2459.67,2708.02,2753
79,beauty_health,Beauty Health Item 79,125.62,176.11,2825
80,sports_leisure,Sports Leisure Item 80,73.11,92.91,1498
81,fashion_accessories,Fashion Accessories Item 81,236.34,348.24,3838
82,electronics,Electronics Item 82,2601.05,3031.04,14863
83,electronics,Electronics Item 83,1016.14,1220.11,2698
84,housewares,Housewares Item 84,309.18,416.98,3734
85,toys_baby,Toys Baby Item 85,370.24,436.57,1060
86,electronics,Electronics Item 86,1849.89,2214.06,6744
87,auto_parts,Auto Parts Item 87,673.92,859.71,7496
88,fashion_accessories,Fashion Accessories Item 88,238.07,359.89,1163
89,fashion_accessories,Fashion Accessories Item 89,155.98,246.3,5802
90,fashion_accessories,Fashion Accessories Item 90,123.51,184.44,4132
91,home_furniture,Home Furniture Item 91,1494.65,1864.15,13372
92,home_furniture,Home Furniture Item 92,803.74,1000.47,9192
93,electronics,Electronics Item 93,461.12,547.01,2109
94,electronics,Electronics Item 94,199.86,239.26,13084
95,fashion_accessories,Fashion Accessories Item 95,72.61,111.19,4624
96,books_stationery,Books Stationery Item 96,27.54,31.65,8558
97,electronics,Electronics Item 97,171.51,193.98,12007
98,sports_leisure,Sports Leisure Item 98,349.03,425.07,599
99,housewares,Housewares Item 99,62.84,82.75,1096
100,beauty_health,Beauty Health Item 100,54.37,74.74,7521
101,electronics,Electronics Item 101,280.02,330.51,5541
102,electronics,Electronics Item 102,259.81,310.12,6016
103,auto_parts,Auto Parts Item 103,1146.45,1432.21,3368
104,books_stationery,Books Stationery Item 104,39.68,47.37,506
105,electronics,Electronics Item 105,1397.08,1607.57,14180
106,beauty_health,Beauty Health Item 106,84.17,119.49,7136
107,sports_leisure,Sports Leisure Item 107,381.64,466.71,9295
108,electronics,Electronics Item 108,693.84,816.53,14389
109,books_stationery,Books Stationery Item 109,110.82,127.29,13368
110,computers_tablets,Computers Tablets Item 110,2565.87,2805.01,7267
111,housewares,Housewares Item 111,210.77,273.35,5887
112,beauty_health,Beauty Health Item 112,113.51,166.89,11560
113,housewares,Housewares Item 113,24.08,31.01,4458
114,fashion_accessories,Fashion Accessories Item 114,122.08,184.59,5512
115,sports_leisure,Sports Leisure Item 115,50.75,61.44,2008
116,electronics,Electronics Item 116,1803.31,2121.52,2136
117,computers_tablets,Computers Tablets Item 117,453.95,512.9,4403
118,beauty_health,Beauty Health Item 118,116.04,172.29,1213
119,housewares,Housewares Item 119,255.71,346.49,11691
120,sports_leisure,Sports Leisure Item 120,225.56,271.82,4184
121,sports_leisure,Sports Leisure Item 121,526.06,648.65,2920
122,electronics,Electronics Item 122,1887.78,2195.37,13335
123,beauty_health,Beauty Health Item 123,139.55,201.04,8241
124,computers_tablets,Computers Tablets Item 124,2280.11,2551.5,8174
125,sports_leisure,Sports Leisure Item 125,488.64,597.3,9771
126,fashion_accessories,Fashion Accessories Item 126,45.92,70.1,9979
127,beauty_health,Beauty Health Item 127,71.9,101.93,6358
128,auto_parts,Auto Parts Item 128,198.79,248.21,904
129,beauty_health,Beauty Health Item 129,128.64,179.89,13713
130,home_furniture,Home Furniture Item 130,609.91,763.32,12174
131,toys_baby,Toys Baby Item 131,219.77,269.81,4836
132,beauty_health,Beauty Health Item 132,184.56,275.35,7408
133,books_stationery,Books Stationery Item 133,22.75,27.39,4427
134,home_furniture,Home Furniture Item 134,745.66,993.27,10918
135,electronics,Electronics Item 135,769.91,868.05,7648
136,housewares,Housewares Item 136,256.71,333.52,1558
137,fashion_accessories,Fashion Accessories Item 137,217.97,340.39,10901
138,electronics,Electronics Item 138,2421.39,2840.89,1657
139,housewares,Housewares Item 139,405.85,543.12,13193
140,electronics,Electronics Item 140,1176.37,1387.41,10179
141,beauty_health,Beauty Health Item 141,126.4,186.73,12880
142,beauty_health,Beauty Health Item 142,184.07,272.23,1468
143,auto_parts,Auto Parts Item 143,1135.9,1444.9,8906
144,beauty_health,Beauty Health Item 144,131.51,184.54,10937
145,beauty_health,Beauty Health Item 145,168.57,248.29,9055
146,computers_tablets,Computers Tablets Item 146,4920.49,5396.73,2364
147,home_furniture,Home Furniture Item 147,252.25,334.91,14574
148,fashion_accessories,Fashion Accessories Item 148,135.76,217.43,9456
149,auto_parts,Auto Parts Item 149,1178.73,1459.6,288
150,beauty_health,Beauty Health Item 150,27.16,37.28,8948
151,electronics,Electronics Item 151,1498.27,1738.93,1635
152,housewares,Housewares Item 152,95.55,124.3,9331
153,electronics,Electronics Item 153,1897.74,2145.53,10716
154,sports_leisure,Sports Leisure Item 154,674.14,843.37,8286
155,sports_leisure,Sports Leisure Item 155,428.64,547.77,9928
156,sports_leisure,Sports Leisure Item 156,416.92,521.33,7691
157,toys_baby,Toys Baby Item 157,167.61,211.25,11081
158,computers_tablets,Computers Tablets Item 158,2693.17,3019.67,4476
159,electronics,Electronics Item 159,1133.59,1338.05,4337
160,computers_tablets,Computers Tablets Item 160,719.77,804.09,1943
161,fashion_accessories,Fashion Accessories Item 161,25.99,41.51,10623
162,home_furniture,Home Furniture Item 162,856.9,1113.51,13346
163,toys_baby,Toys Baby Item 163,240.82,290.14,6283
164,fashion_accessories,Fashion Accessories Item 164,206.9,317.14,13172
165,housewares,Housewares Item 165,298.1,402.01,3077
166,fashion_accessories,Fashion Accessories Item 166,27.0,41.94,7008
167,toys_baby,Toys Baby Item 167,129.69,159.44,6387
168,beauty_health,Beauty Health Item 168,149.4,221.7,7133
169,electronics,Electronics Item 169,1453.04,1667.75,1161
170,beauty_health,Beauty Health Item 170,44.59,62.83,6423
171,home_furniture,Home Furniture Item 171,1703.68,2160.2,12552
172,home_furniture,Home Furniture Item 172,1123.79,1416.27,9057
173,electronics,Electronics Item 173,1568.67,1833.49,13032
174,books_stationery,Books Stationery Item 174,54.95,64.19,11514
175,beauty_health,Beauty Health Item 175,129.98,191.94,2352
176,auto_parts,Auto Parts Item 176,501.52,610.93,12435
177,beauty_health,Beauty Health Item 177,136.86,188.54,461
178,sports_leisure,Sports Leisure Item 178,76.76,94.53,3613
179,auto_parts,Auto Parts Item 179,152.17,196.03,11974
180,home_furniture,Home Furniture Item 180,1112.42,1481.7,10587
181,housewares,Housewares Item 181,435.97,599.18,11810
182,fashion_accessories,Fashion Accessories Item 182,73.12,112.24,6778
183,computers_tablets,Computers Tablets Item 183,1958.2,2247.86,817
184,computers_tablets,Computers Tablets Item 184,1916.43,2130.94,6663
185,fashion_accessories,Fashion Accessories Item 185,228.22,336.27,2812
186,fashion_accessories,Fashion Accessories Item 186,243.55,383.56,8219
187,home_furniture,Home Furniture Item 187,276.7,344.09,5308
188,sports_leisure,Sports Leisure Item 188,623.31,790.82,4582
189,electronics,Electronics Item 189,1775.2,2050.18,1135
190,beauty_health,Beauty Health Item 190,153.69,227.29,12347
191,electronics,Electronics Item 191,1592.43,1877.89,9841
192,beauty_health,Beauty Health Item 192,159.78,230.84,9057
193,beauty_health,Beauty Health Item 193,200.05,274.11,6665
194,beauty_health,Beauty Health Item 194,126.24,174.32,1404
195,beauty_health,Beauty Health Item 195,92.25,135.84,1813
196,books_stationery,Books Stationery Item 196,143.54,170.35,6563
197,sports_leisure,Sports Leisure Item 197,681.31,854.58,10200
198,sports_leisure,Sports Leisure Item 198,442.55,570.97,11550
199,auto_parts,Auto Parts Item 199,485.14,611.87,7314
200,fashion_accessories,Fashion Accessories Item 200,138.9,215.02,11383
201,computers_tablets,Computers Tablets Item 201,741.03,814.69,4379
202,auto_parts,Auto Parts Item 202,1001.76,1211.26,2133
203,sports_leisure,Sports Leisure Item 203,521.88,661.25,1059
204,housewares,Housewares Item 204,340.72,473.01,4136
205,toys_baby,Toys Baby Item 205,166.68,206.21,5855
206,electronics,Electronics Item 206,1504.07,1739.51,12030
207,electronics,Electronics Item 207,2520.84,2938.96,12736
208,beauty_health,Beauty Health Item 208,92.02,130.57,4172
209,fashion_accessories,Fashion Accessories Item 209,195.69,291.01,8532
210,beauty_health,Beauty Health Item 210,77.55,111.74,6309
211,beauty_health,Beauty Health Item 211,23.44,33.76,10771
212,beauty_health,Beauty Health Item 212,175.14,245.96,9608
213,home_furniture,Home Furniture Item 213,135.52,179.55,6244
214,toys_baby,Toys Baby Item 214,123.46,155.14,14215
215,beauty_health,Beauty Health Item 215,99.26,141.77,919
216,fashion_accessories,Fashion Accessories Item 216,126.3,188.43,13538
217,books_stationery,Books Stationery Item 217,61.95,72.49,6066
218,beauty_health,Beauty Health Item 218,100.52,144.07,578
219,beauty_health,Beauty Health Item 219,170.12,239.1,5325
220,auto_parts,Auto Parts Item 220,250.01,312.66,10071
221,electronics,Electronics Item 221,493.39,588.37,6154
222,home_furniture,Home Furniture Item 222,737.86,937.41,2243
223,housewares,Housewares Item 223,95.8,126.91,11578
224,fashion_accessories,Fashion Accessories Item 224,42.15,65.65,9990
225,sports_leisure,Sports Leisure Item 225,195.83,236.86,11483
226,computers_tablets,Computers Tablets Item 226,2394.65,2725.33,2040
227,home_furniture,Home Furniture Item 227,529.19,703.52,13177
228,beauty_health,Beauty Health Item 228,203.38,290.01,10858
229,beauty_health,Beauty Health Item 229,90.55,132.35,10147
230,electronics,Electronics Item 230,215.08,242.96,4702
231,toys_baby,Toys Baby Item 231,59.97,72.46,14055
232,beauty_health,Beauty Health Item 232,200.9,287.83,8571
233,sports_leisure,Sports Leisure Item 233,741.94,894.3,14918
234,auto_parts,Auto Parts Item 234,41.74,52.07,8558
235,auto_parts,Auto Parts Item 235,590.13,737.36,9255
236,electronics,Electronics Item 236,2709.22,3079.97,9857
237,housewares,Housewares Item 237,165.0,227.85,14800
238,electronics,Electronics Item 238,2448.48,2836.41,11868
239,fashion_accessories,Fashion Accessories Item 239,82.88,123.67,13403
240,fashion_accessories,Fashion Accessories Item 240,54.02,80.23,2797
241,electronics,Electronics Item 241,1683.62,1921.35,12547
242,housewares,Housewares Item 242,164.75,218.45,11510
243,beauty_health,Beauty Health Item 243,87.69,128.04,887
244,beauty_health,Beauty Health Item 244,80.41,118.1,2865
245,fashion_accessories,Fashion Accessories Item 245,80.67,124.27,5175
246,electronics,Electronics Item 246,2036.27,2400.36,3910
247,beauty_health,Beauty Health Item 247,188.42,266.02,12427
248,auto_parts,Auto Parts Item 248,351.52,424.48,7132
249,home_furniture,Home Furniture Item 249,1160.77,1463.98,7754
250,fashion_accessories,Fashion Accessories Item 250,53.2,79.62,14518
251,electronics,Electronics Item 251,543.55,618.81,11780
252,auto_parts,Auto Parts Item 252,358.7,449.63,12639
253,toys_baby,Toys Baby Item 253,395.76,489.15,10271
254,toys_baby,Toys Baby Item 254,404.94,492.06,14864
255,books_stationery,Books Stationery Item 255,135.33,156.37,4908
256,sports_leisure,Sports Leisure Item 256,511.31,623.53,2880
257,electronics,Electronics Item 257,2618.48,3056.49,6317
258,toys_baby,Toys Baby Item 258,329.86,414.33,5893
259,toys_baby,Toys Baby Item 259,284.5,336.15,13973
260,electronics,Electronics Item 260,2310.8,2776.53,13644
261,electronics,Electronics Item 261,1066.54,1251.99,643
262,fashion_accessories,Fashion Accessories Item 262,247.18,397.87,5424
263,toys_baby,Toys Baby Item 263,222.06,263.94,10325
264,computers_tablets,Computers Tablets Item 264,2003.65,2186.84,5106
265,electronics,Electronics Item 265,2534.54,3023.76,13007
266,sports_leisure,Sports Leisure Item 266,106.78,129.3,14396
267,fashion_accessories,Fashion Accessories Item 267,134.42,202.81,14927
268,electronics,Electronics Item 268,1307.22,1573.7,4668
269,home_furniture,Home Furniture Item 269,1523.09,2023.59,4386
270,fashion_accessories,Fashion Accessories Item 270,29.2,45.06,13525
271,beauty_health,Beauty Health Item 271,88.04,121.26,9975
272,sports_leisure,Sports Leisure Item 272,334.54,427.29,1855
273,electronics,Electronics Item 273,2068.5,2448.91,13214
274,toys_baby,Toys Baby Item 274,143.81,177.24,2120
275,home_furniture,Home Furniture Item 275,817.11,1047.77,10930
276,home_furniture,Home Furniture Item 276,961.83,1222.4,10292
277,beauty_health,Beauty Health Item 277,96.69,139.16,8529
278,books_stationery,Books Stationery Item 278,149.05,178.69,9911
279,electronics,Electronics Item 279,3029.14,3477.25,9582
280,toys_baby,Toys Baby Item 280,356.74,422.82,13858
281,beauty_health,Beauty Health Item 281,41.39,58.51,696
282,housewares,Housewares Item 282,374.73,519.87,8954
283,toys_baby,Toys Baby Item 283,172.09,206.14,4487
284,electronics,Electronics Item 284,713.12,832.51,3809
285,sports_leisure,Sports Leisure Item 285,146.82,179.95,9406
286,books_stationery,Books Stationery Item 286,37.49,42.93,10685
287,sports_leisure,Sports Leisure Item 287,379.02,469.97,13484
288,home_furniture,Home Furniture Item 288,1554.05,1948.91,2924
289,beauty_health,Beauty Health Item 289,119.31,164.11,9571
290,beauty_health,Beauty Health Item 290,57.26,79.39,833
291,housewares,Housewares Item 291,21.94,28.64,14664
292,electronics,Electronics Item 292,310.11,361.15,7658
293,fashion_accessories,Fashion Accessories Item 293,42.51,67.98,8421
294,housewares,Housewares Item 294,266.55,366.18,13240
295,sports_leisure,Sports Leisure Item 295,538.69,654.78,9074
296,electronics,Electronics Item 296,988.96,1139.83,13155
297,electronics,Electronics Item 297,301.98,356.73,14808
298,beauty_health,Beauty Health Item 298,193.48,280.0,10604
299,auto_parts,Auto Parts Item 299,703.68,896.76,12980
300,beauty_health,Beauty Health Item 300,94.47,137.92,14128
301,beauty_health,Beauty Health Item 301,41.75,58.71,6795
302,housewares,Housewares Item 302,263.89,361.45,13045
303,electronics,Electronics Item 303,137.25,162.23,376
304,beauty_health,Beauty Health Item 304,155.56,230.45,157
305,fashion_accessories,Fashion Accessories Item 305,206.24,330.84,12260
306,beauty_health,Beauty Health Item 306,103.39,142.51,420
307,computers_tablets,Computers Tablets Item 307,508.64,562.64,14794
308,sports_leisure,Sports Leisure Item 308,332.26,402.99,313
309,computers_tablets,Computers Tablets Item 309,2305.69,2540.03,14313
310,electronics,Electronics Item 310,379.89,452.49,3783
311,auto_parts,Auto Parts Item 311,25.97,32.33,5407
312,electronics,Electronics Item 312,1842.34,2207.3,9790
313,fashion_accessories,Fashion Accessories Item 313,174.1,256.98,10179
314,electronics,Electronics Item 314,2313.26,2739.57,7143
315,fashion_accessories,Fashion Accessories Item 315,65.23,100.86,6291
316,beauty_health,Beauty Health Item 316,123.92,178.89,2710
317,fashion_accessories,Fashion Accessories Item 317,133.89,197.17,3935
318,beauty_health,Beauty Health Item 318,123.16,176.25,10508
319,beauty_health,Beauty Health Item 319,102.08,152.29,10920
320,sports_leisure,Sports Leisure Item 320,588.0,712.17,601
321,fashion_accessories,Fashion Accessories Item 321,165.12,246.76,7530
322,housewares,Housewares Item 322,254.33,350.22,482
323,toys_baby,Toys Baby Item 323,116.66,137.46,1525
324,electronics,Electronics Item 324,2618.54,3101.95,5973
325,beauty_health,Beauty Health Item 325,202.44,289.75,9259
326,housewares,Housewares Item 326,99.98,128.33,1388
327,beauty_health,Beauty Health Item 327,14.57,21.64,14801
328,beauty_health,Beauty Health Item 328,189.72,281.67,12944
329,beauty_health,Beauty Health Item 329,81.05,113.97,2029
330,beauty_health,Beauty Health Item 330,101.73,147.94,11093
331,toys_baby,Toys Baby Item 331,212.45,256.93,3129
332,books_stationery,Books Stationery Item 332,27.6,32.87,13777
333,sports_leisure,Sports Leisure Item 333,135.55,164.4,11778
334,sports_leisure,Sports Leisure Item 334,681.97,848.37,3000
335,home_furniture,Home Furniture Item 335,1061.62,1358.7,8492
336,beauty_health,Beauty Health Item 336,99.34,145.8,14544
337,auto_parts,Auto Parts Item 337,1045.81,1329.3,6103
338,fashion_accessories,Fashion Accessories Item 338,46.95,74.46,5778
339,toys_baby,Toys Baby Item 339,161.68,202.1,843
340,fashion_accessories,Fashion Accessories Item 340,213.36,317.31,13943
341,beauty_health,Beauty Health Item 341,37.53,55.37,8241
342,housewares,Housewares Item 342,336.48,431.98,12131
343,electronics,Electronics Item 343,1988.29,2267.6,11636
344,computers_tablets,Computers Tablets Item 344,2302.04,2637.05,7626
345,home_furniture,Home Furniture Item 345,1454.77,1833.84,14264
346,beauty_health,Beauty Health Item 346,50.23,69.74,9274
347,sports_leisure,Sports Leisure Item 347,623.97,803.18,4687
348,electronics,Electronics Item 348,384.75,448.01,13482
349,beauty_health,Beauty Health Item 349,46.47,65.06,7515
350,home_furniture,Home Furniture Item 350,289.48,368.85,6481
351,auto_parts,Auto Parts Item 351,640.28,827.1,12755
352,fashion_accessories,Fashion Accessories Item 352,139.05,205.55,5857
353,auto_parts,Auto Parts Item 353,763.61,972.98,1066
354,electronics,Electronics Item 354,1724.66,2074.11,10101
355,home_furniture,Home Furniture Item 355,809.77,1063.3,13473
356,sports_leisure,Sports Leisure Item 356,250.07,310.89,12347
357,housewares,Housewares Item 357,345.96,451.44,13484
358,housewares,Housewares Item 358,201.35,275.54,2330
359,home_furniture,Home Furniture Item 359,120.54,149.6,7148
360,sports_leisure,Sports Leisure Item 360,518.76,625.22,8027
361,home_furniture,Home Furniture Item 361,1175.18,1565.4,1519
362,housewares,Housewares Item 362,268.67,352.92,11755
363,fashion_accessories,Fashion Accessories Item 363,85.16,134.89,2407
364,books_stationery,Books Stationery Item 364,95.4,111.55,9198
365,beauty_health,Beauty Health Item 365,184.96,262.26,2254
366,sports_leisure,Sports Leisure Item 366,224.43,279.96,1993
367,fashion_accessories,Fashion Accessories Item 367,186.58,299.76,13093
368,toys_baby,Toys Baby Item 368,367.75,464.71,3412
369,books_stationery,Books Stationery Item 369,144.4,165.02,14873
370,books_stationery,Books Stationery Item 370,138.78,158.09,5544
371,electronics,Electronics Item 371,1137.62,1328.51,10106
372,fashion_accessories,Fashion Accessories Item 372,190.41,281.73,14721
373,fashion_accessories,Fashion Accessories Item 373,246.27,389.06,12033
374,fashion_accessories,Fashion Accessories Item 374,76.74,121.01,13598
375,home_furniture,Home Furniture Item 375,1543.59,1927.28,8782
376,electronics,Electronics Item 376,2525.24,3037.85,7233
377,electronics,Electronics Item 377,1394.89,1588.04,9077
378,home_furniture,Home Furniture Item 378,1273.16,1601.63,5008
379,computers_tablets,Computers Tablets Item 379,2843.37,3169.26,2997
380,fashion_accessories,Fashion Accessories Item 380,69.0,110.44,13171
381,computers_tablets,Computers Tablets Item 381,5311.82,5823.57,2359
382,beauty_health,Beauty Health Item 382,81.87,112.64,13474
383,beauty_health,Beauty Health Item 383,70.87,97.48,5999
384,beauty_health,Beauty Health Item 384,82.64,113.96,6605
385,home_furniture,Home Furniture Item 385,978.42,1276.89,259
386,sports_leisure,Sports Leisure Item 386,409.15,505.12,12644
387,fashion_accessories,Fashion Accessories Item 387,26.29,40.94,5170
388,toys_baby,Toys Baby Item 388,277.89,341.39,14673
389,home_furniture,Home Furniture Item 389,1572.56,2096.21,7680
390,books_stationery,Books Stationery Item 390,165.39,189.16,11350
391,electronics,Electronics Item 391,1090.89,1250.59,7393
392,toys_baby,Toys Baby Item 392,40.91,50.64,2855
393,sports_leisure,Sports Leisure Item 393,308.59,389.27,3930
394,fashion_accessories,Fashion Accessories Item 394,245.63,369.97,1462
395,toys_baby,Toys Baby Item 395,397.53,499.15,11025
396,electronics,Electronics Item 396,1408.18,1616.42,13107
397,computers_tablets,Computers Tablets Item 397,2038.4,2336.86,273
398,home_furniture,Home Furniture Item 398,734.97,965.48,931
399,electronics,Electronics Item 399,457.71,521.83,11887
400,computers_tablets,Computers Tablets Item 400,4970.55,5467.08,13173
401,sports_leisure,Sports Leisure Item 401,513.33,630.3,10482
402,computers_tablets,Computers Tablets Item 402,2021.41,2236.77,818
403,auto_parts,Auto Parts Item 403,590.98,753.7,11637
404,home_furniture,Home Furniture Item 404,273.92,353.77,911
405,computers_tablets,Computers Tablets Item 405,3880.17,4337.29,6099
406,sports_leisure,Sports Leisure Item 406,652.21,825.57,13686
407,electronics,Electronics Item 407,158.19,182.57,11200
408,sports_leisure,Sports Leisure Item 408,684.94,874.06,299
409,home_furniture,Home Furniture Item 409,1591.49,1982.2,4645
410,fashion_accessories,Fashion Accessories Item 410,236.26,376.63,7119
411,electronics,Electronics Item 411,1828.64,2198.78,4756
412,electronics,Electronics Item 412,1677.71,1968.25,1636
413,auto_parts,Auto Parts Item 413,1203.36,1486.01,10182
414,sports_leisure,Sports Leisure Item 414,151.38,189.87,5770
415,books_stationery,Books Stationery Item 415,51.51,60.07,9391
416,fashion_accessories,Fashion Accessories Item 416,27.67,42.14,644
417,electronics,Electronics Item 417,2891.51,3378.58,9563
418,electronics,Electronics Item 418,183.46,214.39,14990
419,housewares,Housewares Item 419,40.42,54.1,11849
420,fashion_accessories,Fashion Accessories Item 420,78.24,123.54,14770
421,home_furniture,Home Furniture Item 421,869.75,1095.44,11244
422,electronics,Electronics Item 422,2745.42,3130.71,3275
423,beauty_health,Beauty Health Item 423,70.15,100.91,6243
424,housewares,Housewares Item 424,24.13,31.9,7611
425,fashion_accessories,Fashion Accessories Item 425,230.02,343.02,5475
426,electronics,Electronics Item 426,598.2,688.28,281
427,electronics,Electronics Item 427,747.49,861.93,4279
428,electronics,Electronics Item 428,1274.71,1460.4,7626
429,beauty_health,Beauty Health Item 429,51.9,71.46,3160
430,sports_leisure,Sports Leisure Item 430,417.09,532.51,3685
431,books_stationery,Books Stationery Item 431,59.6,71.93,1242
432,electronics,Electronics Item 432,2385.72,2787.97,10637
433,computers_tablets,Computers Tablets Item 433,2404.92,2704.0,5935
434,home_furniture,Home Furniture Item 434,1076.67,1430.88,9205
435,computers_tablets,Computers Tablets Item 435,2938.04,3209.49,2581
436,housewares,Housewares Item 436,66.35,87.66,7375
437,home_furniture,Home Furniture Item 437,277.97,368.49,4713
438,computers_tablets,Computers Tablets Item 438,1923.12,2206.72,7579
439,fashion_accessories,Fashion Accessories Item 439,228.56,353.67,13042
440,auto_parts,Auto Parts Item 440,539.7,693.19,14201
441,home_furniture,Home Furniture Item 441,338.86,442.5,12733
442,fashion_accessories,Fashion Accessories Item 442,59.47,87.81,13914
443,home_furniture,Home Furniture Item 443,1137.56,1502.6,13163
444,electronics,Electronics Item 444,2135.34,2475.62,5895
445,beauty_health,Beauty Health Item 445,29.33,41.77,7691
446,housewares,Housewares Item 446,326.77,423.04,14965
447,beauty_health,Beauty Health Item 447,32.23,45.43,2755
448,home_furniture,Home Furniture Item 448,1355.41,1674.1,3197
449,fashion_accessories,Fashion Accessories Item 449,258.87,384.04,13129
450,sports_leisure,Sports Leisure Item 450,502.03,607.82,14958
451,computers_tablets,Computers Tablets Item 451,4294.14,4778.36,8109
452,toys_baby,Toys Baby Item 452,286.47,351.04,7206
453,electronics,Electronics Item 453,453.86,525.42,8874
454,fashion_accessories,Fashion Accessories Item 454,156.18,231.34,9742
455,housewares,Housewares Item 455,263.27,350.01,7807
456,home_furniture,Home Furniture Item 456,1215.55,1544.35,8566
457,electronics,Electronics Item 457,264.62,318.65,5665
458,computers_tablets,Computers Tablets Item 458,2677.73,3028.88,11558
459,sports_leisure,Sports Leisure Item 459,179.92,225.71,6251
460,sports_leisure,Sports Leisure Item 460,134.1,172.93,7957
461,computers_tablets,Computers Tablets Item 461,4458.58,4881.12,14551
