order_item_id,order_id,product_id,quantity,unit_price,freight_value
273,151,214,1,148.01,40.1
274,152,1082,1,377.45,13.69
275,153,628,1,152.62,42.36
276,154,980,1,741.62,30.27
277,154,592,1,372.58,39.25
278,155,836,1,1607.72,29.42
279,156,904,1,324.1,31.07
280,157,5,1,191.35,9.77
281,158,481,1,1674.69,40.55
282,158,100,1,71.91,12.86
283,159,787,1,269.36,44.51
284,159,345,1,1906.68,30.28
285,160,497,2,555.81,40.24
286,160,914,1,282.36,7.55
287,161,897,1,2602.23,41.02
288,161,172,1,1328.52,44.64
289,161,717,1,1066.69,41.39
290,162,852,2,280.41,9.51
291,162,1048,1,73.69,40.54
292,163,810,1,60.61,35.1
293,163,780,1,558.18,11.56
294,164,29,1,658.0,24.53
295,165,660,1,1687.26,23.82
296,165,560,1,148.63,40.91
297,166,961,1,2150.17,22.74
298,166,1095,1,587.98,30.03
299,167,471,3,360.68,37.34
300,167,1167,1,328.71,26.23
301,167,115,1,61.58,29.76
302,168,805,2,1109.13,8.28
303,168,36,1,786.59,25.02
304,169,268,1,1518.43,16.74
305,170,323,1,137.92,23.83
306,171,661,1,355.3,27.41
307,171,940,1,260.58,34.1
308,171,458,1,2916.61,11.82
309,172,106,1,122.44,35.91
310,172,169,1,1719.03,28.56
311,173,332,1,32.91,24.85
312,174,1059,1,1065.13,27.41
313,174,696,1,782.08,33.58
314,174,552,2,332.11,21.59
315,175,414,1,189.69,24.28
316,176,344,1,2446.5,19.17
317,177,784,3,193.07,12.54
318,177,716,1,1161.78,16.47
319,178,474,1,264.85,16.68
320,179,33,1,237.0,8.49
321,180,493,2,1834.19,44.06
322,181,935,1,222.82,16.95
323,182,513,1,82.71,33.88
324,183,101,1,335.5,10.41
325,184,689,1,159.02,15.02
326,184,59,1,282.99,21.9
327,185,1039,1,1728.81,42.3
328,186,279,1,3596.3,40.66
329,187,323,1,140.31,19.45
330,187,469,1,3341.07,35.74
331,188,615,2,161.49,34.01
332,188,734,1,784.52,33.27
333,189,515,1,26.14,37.99
334,190,1078,1,166.27,5.37
335,190,770,1,139.1,35.48
336,190,1015,1,407.7,6.8
337,190,1103,1,187.43,23.06
338,190,749,1,875.17,32.16
339,191,635,1,154.23,41.01
340,192,217,1,72.94,5.5
341,192,848,1,149.46,37.08
342,193,367,1,303.51,31.67
343,194,728,1,37.56,40.38
344,195,852,1,260.14,21.85
345,196,29,1,717.47,17.54
346,197,385,1,1218.03,19.86
347,198,1163,1,1697.31,17.48
348,199,1040,1,3804.99,21.99
349,199,837,1,1376.1,24.79
350,200,161,1,38.21,9.82
351,200,865,1,1205.72,41.67
352,200,513,1,75.74,20.62
353,201,35,1,275.22,36.52
354,201,1074,1,505.96,12.54
355,201,744,1,69.07,34.48
356,201,709,1,1356.55,29.81
357,201,464,1,2035.7,25.83
358,202,447,1,43.62,25.95
359,203,470,1,214.87,8.23
360,204,1194,1,522.6,10.55
361,204,675,1,1184.29,41.74
362,204,1036,2,476.07,33.41
363,205,429,1,67.87,31.04
364,205,802,2,4389.87,12.01
365,205,869,1,1305.27,21.57
366,206,570,3,197.91,14.0
367,207,514,1,2758.09,32.57
368,208,512,1,111.07,7.46
369,208,112,1,156.27,39.32
370,208,757,1,314.81,38.97
371,209,1035,1,109.7,41.37
372,209,488,2,234.31,9.83
373,210,837,1,1467.22,10.51
374,210,721,2,569.23,10.36
375,211,1155,1,1561.23,27.51
376,211,49,1,641.29,36.15
377,212,839,1,1366.28,26.69
378,212,810,1,56.99,18.6
379,212,158,1,3153.62,41.63
380,213,1056,2,2642.16,31.05
381,213,385,1,1301.56,43.37
382,213,291,1,29.17,20.34
383,214,840,1,3328.33,6.66
384,214,71,2,3064.12,31.76
385,215,24,1,92.64,22.08
386,216,605,1,2217.86,44.48
387,217,831,1,269.36,37.22
388,218,923,1,200.41,20.7
389,219,1126,1,1124.73,43.68
390,220,330,1,154.97,10.46
391,221,1042,1,236.38,25.63
392,221,100,1,77.01,36.18
393,222,145,2,250.1,43.65
394,223,475,1,1419.89,16.32
395,224,566,1,515.92,17.72
396,224,215,1,139.6,25.95
397,225,359,1,139.65,43.66
398,225,735,1,684.91,35.23
399,226,372,1,275.62,29.99
400,227,917,3,1526.8,22.21
401,227,858,3,5336.8,11.61
402,228,635,1,149.14,29.48
403,229,44,1,352.19,14.55
404,229,1082,1,397.55,13.18
405,230,967,2,138.71,27.04
406,230,251,1,587.27,39.68
407,230,714,1,766.77,21.6
408,231,1145,1,70.09,6.33
409,232,553,1,670.16,12.43
410,232,69,1,550.11,21.71
411,232,733,1,141.28,24.29
412,233,663,1,40.76,7.57
413,234,634,1,399.06,35.62
414,235,1090,1,134.46,38.75
415,235,300,1,144.23,33.29
416,235,662,1,691.33,9.17
417,236,1113,1,2548.59,34.44
418,236,706,1,1114.73,19.73
419,236,153,1,2183.33,38.86
420,237,458,1,2810.4,35.38
421,237,531,1,129.31,7.06
422,237,889,2,999.85,34.82
423,238,616,1,372.6,10.54
424,239,274,1,163.23,30.59
425,239,825,1,606.43,44.81
426,239,394,1,384.04,23.56
427,240,1048,2,70.76,21.72
428,240,774,1,201.0,44.91
429,240,1188,1,79.51,32.38
430,240,948,1,24.05,23.78
431,241,388,2,318.09,36.77
432,241,252,2,468.2,33.07
433,241,318,1,179.42,5.04
434,241,367,2,314.7,20.67
435,241,1172,1,336.11,15.03
436,242,337,1,1314.52,41.9
437,242,652,1,1857.9,5.14
438,243,391,1,1199.77,29.49
439,244,874,1,487.14,33.55
440,245,1106,1,50.51,20.44
441,246,1115,1,229.77,30.59
442,246,900,1,511.28,31.58
443,246,363,1,125.47,13.09
444,247,1053,1,178.04,29.35
445,247,30,1,1837.94,36.32
446,247,483,1,561.89,8.23
447,247,425,1,351.57,14.58
448,248,201,1,774.39,20.01
449,249,6,1,90.89,29.61
450,250,214,1,151.34,6.46
451,250,4,1,1712.31,34.9
452,250,1048,1,75.97,12.31
453,251,217,2,73.47,40.65
454,252,964,1,335.81,38.11
455,253,1075,1,247.45,38.42
456,253,1172,1,341.1,30.69
457,253,400,1,5359.53,11.86
458,253,710,1,424.86,14.76
459,254,1108,1,260.85,31.28
460,255,136,2,344.4,32.8
461,255,350,1,375.71,12.11
462,255,1153,1,204.75,25.31
463,256,726,1,636.48,26.9
464,256,285,1,184.63,21.68
465,256,227,1,677.8,6.82
466,257,130,1,726.77,43.57
467,257,475,1,1353.84,34.67
468,257,605,1,2143.93,20.9
469,258,476,1,39.07,28.67
470,258,987,1,1870.42,35.3
471,258,805,1,1063.06,13.99
472,258,727,1,2934.3,15.19
473,259,42,1,128.26,38.19
474,260,1000,1,325.41,7.08
475,261,256,1,594.03,33.57
476,262,1086,1,463.63,36.23
477,262,812,1,348.59,42.83
478,262,675,1,1165.8,20.14
479,262,997,1,949.44,40.27
480,263,316,1,184.52,36.62
481,264,240,1,80.15,33.34
482,264,824,1,522.73,10.3
483,264,38,2,1606.61,16.59
484,265,307,1,558.11,14.94
485,265,536,1,95.82,15.71
486,266,733,1,139.0,34.62
487,267,1145,1,71.6,39.6
488,267,959,1,615.37,37.39
489,268,921,1,612.97,35.43
490,269,798,3,321.9,24.17
491,270,44,1,386.66,21.06
492,270,703,2,238.97,8.86
493,271,570,1,197.93,39.22
494,272,140,2,1380.34,9.03
495,272,870,1,3911.57,14.26
496,273,860,1,2320.98,32.77
497,273,921,1,615.53,43.75
498,273,227,1,700.91,9.71
499,273,298,1,285.2,29.95
500,274,132,1,272.29,9.0
501,274,829,1,1629.9,27.41
502,275,934,1,512.38,26.18
503,276,524,1,706.04,15.84
504,276,523,1,781.5,34.85
505,276,1122,1,1862.42,19.78
506,277,996,1,884.45,27.47
507,277,326,1,123.57,36.68
508,277,1197,1,727.55,34.71
509,277,842,1,1485.55,24.42
510,277,1074,1,547.87,40.85
511,278,659,3,95.28,42.59
512,279,499,1,713.32,32.83
513,279,992,1,158.66,7.21
514,279,138,1,2911.5,23.38
515,279,123,1,190.05,21.05
516,279,661,1,321.59,16.58
517,280,204,1,459.57,24.77
518,281,1179,1,376.47,18.03
519,281,960,1,361.0,16.83
520,281,211,3,33.07,27.78
521,281,900,1,453.23,16.76
522,282,344,1,2533.05,43.03
523,282,898,1,337.72,14.29
524,282,71,1,3223.2,44.82
525,282,295,1,643.47,18.42
526,283,44,1,386.64,17.81
527,284,61,1,100.4,23.85
528,285,832,3,410.7,5.17
529,286,1158,1,33.53,33.05
530,287,1064,1,84.23,13.97
531,288,1148,1,341.76,21.35
532,288,789,1,4216.39,5.45
533,288,608,1,246.96,44.27
534,288,731,1,471.71,11.26
535,289,392,1,51.02,28.3
536,290,814,1,278.16,14.86
537,291,989,1,103.01,39.9
538,292,686,1,917.61,23.17
539,292,447,1,46.31,15.05
540,293,551,1,44.93,16.09
541,294,310,1,423.79,32.01
542,295,5,1,201.82,7.89
543,295,220,1,298.72,35.98
544,295,553,1,681.06,31.33
545,295,1082,1,407.93,42.94
546,295,222,1,955.56,39.58
547,296,512,1,112.05,5.72
548,296,17,1,151.28,29.32
549,297,579,1,538.84,44.76
550,298,454,1,241.75,36.12
551,298,699,3,95.46,33.07
552,298,1062,1,737.48,40.59
553,298,885,2,2815.67,41.5
554,298,78,1,2810.23,43.51
555,299,548,1,509.23,36.34
556,300,1186,1,38.04,8.16
557,301,246,1,2361.54,39.42
558,301,860,1,2111.23,5.91
559,302,812,1,348.27,19.07
560,302,596,1,1187.37,33.96
561,303,48,3,123.85,44.16
562,303,967,1,137.44,15.19
563,303,303,2,157.97,40.7
564,304,1115,1,221.38,5.53
565,305,572,1,216.91,23.95
566,306,785,1,70.83,12.11
567,307,492,1,2361.51,37.25
568,308,706,1,1182.62,27.44
569,308,695,1,361.95,11.44
570,309,931,1,4962.08,6.07
571,310,748,1,167.29,38.56
572,310,438,1,2100.96,7.93
573,311,875,1,2940.26,40.54
574,311,960,1,346.76,34.79
575,312,1130,1,78.34,34.67
576,313,709,1,1458.41,42.3
577,313,455,1,336.77,28.66
578,314,934,1,545.55,6.92
579,314,935,3,231.85,25.85
580,314,517,1,89.89,8.99
581,315,1095,1,632.64,12.05
582,315,1002,1,189.99,36.83
583,315,1111,1,142.84,32.52
584,316,973,1,2141.52,33.06
585,317,112,3,173.8,17.42
586,317,308,1,392.74,31.61
587,318,140,3,1379.14,36.5
588,318,1065,1,163.39,41.78
589,319,1200,1,106.72,9.59
590,320,179,1,192.95,27.84
591,320,576,1,242.92,25.21
592,321,1011,1,287.74,30.27
593,321,952,1,493.83,5.81
594,321,1168,1,148.3,5.93
595,321,176,1,621.01,12.12
596,322,663,1,36.8,39.68
597,323,29,1,702.19,30.25
598,323,1048,1,75.05,41.01
599,324,808,1,1538.83,16.9
600,324,868,1,4823.07,42.99
601,324,716,1,1153.97,28.45
602,325,476,2,38.4,32.02
603,326,686,1,860.98,6.92
604,327,964,2,329.09,40.82
605,328,73,1,492.54,29.17
606,328,986,1,388.0,23.98
607,328,542,1,880.21,35.0
608,328,808,1,1671.71,11.81
609,328,805,1,1115.36,21.93
610,329,1174,1,252.68,40.58
611,329,762,1,1993.01,5.42
612,329,296,2,1161.15,34.84
613,329,743,1,203.01,32.54
614,329,668,1,2500.58,23.45
615,330,534,1,44.26,29.3
616,331,904,1,347.94,6.53
617,331,684,1,1907.46,38.47
618,331,808,1,1723.27,13.71
619,331,611,1,123.22,13.03
620,331,524,1,713.01,36.7
621,332,114,1,185.52,35.61
622,332,616,1,340.3,42.29
623,332,1027,1,74.33,44.74
624,332,222,1,936.07,19.6
625,332,186,1,398.84,40.47
626,333,126,1,69.2,28.39
627,333,686,1,860.08,44.43
628,334,1125,1,3591.21,24.13
629,335,537,1,52.74,22.38
630,335,862,1,384.33,8.03
631,336,767,1,334.11,36.86
632,337,318,1,170.43,10.19
633,337,451,1,4741.7,31.73
634,338,364,1,107.8,10.75
635,338,457,1,315.0,24.91
636,339,321,1,248.33,39.02
637,340,1065,1,170.89,41.93
638,341,648,1,124.73,42.68
639,341,826,1,453.77,18.54
640,342,997,1,967.87,28.53
641,342,1008,1,93.49,34.19
642,342,533,2,955.9,38.2
643,343,910,1,6024.42,21.34
644,344,349,1,67.68,18.8
645,344,1029,1,342.59,13.27
646,345,594,1,1535.68,5.16
647,346,336,1,152.13,24.47
648,346,156,1,545.38,20.11
649,347,611,1,124.32,20.55
650,348,1037,1,1000.3,36.99
651,348,710,1,438.57,15.5
652,348,742,2,17.15,42.31
653,349,899,1,36.32,13.89
654,350,167,1,154.42,28.71
655,350,1123,1,1490.97,13.84
656,350,1153,1,205.55,6.62
657,350,1064,1,90.88,17.95
658,351,1162,1,1925.08,17.12
659,352,833,1,1897.81,40.07
660,352,689,1,176.68,17.55
661,352,485,2,286.5,26.67
662,352,415,1,63.05,11.26
663,353,667,1,5241.93,36.13
664,353,964,1,370.93,23.6
665,353,1033,2,1724.91,28.52
666,354,789,1,4536.19,31.29
667,355,599,1,2716.22,10.62
668,355,569,1,198.04,40.79
669,355,746,1,284.27,34.62
670,356,829,1,1560.17,20.43
671,356,729,1,343.43,31.83
672,356,303,1,158.22,9.84
673,356,919,1,123.89,28.36
674,357,1134,1,535.49,38.85
675,357,186,1,386.31,44.29
676,358,747,1,312.68,10.68
677,358,401,1,651.2,42.82
678,358,803,1,62.93,32.93
679,359,219,1,236.99,27.11
680,360,1166,1,369.9,11.22
681,361,6,1,93.78,38.16
682,361,873,1,550.54,6.33
683,362,1057,1,44.34,22.02
684,362,254,1,455.63,20.96
685,362,868,1,4909.56,19.0
686,362,908,1,59.13,34.4
687,363,602,1,121.18,26.92
688,363,81,1,344.85,17.81
689,363,367,1,293.22,13.45
690,363,673,1,153.45,19.39
691,363,1092,1,117.44,26.06
692,364,621,1,5488.01,25.92
693,364,1188,1,87.81,37.89
694,364,502,1,473.12,30.19
695,365,85,1,419.35,27.08
696,366,77,1,482.22,29.95
697,366,788,1,362.04,34.56
698,367,287,1,450.97,18.01
699,368,608,1,247.03,15.43
700,369,73,1,448.55,13.47
701,369,84,2,422.11,5.73
702,370,1016,1,60.31,28.01
703,370,340,1,309.97,27.59
704,370,648,1,118.87,7.94
705,371,37,1,262.2,16.76
706,372,838,1,1054.2,22.57
707,373,332,1,34.27,28.36
708,374,1138,1,197.09,25.22
709,375,1016,1,63.83,40.75
710,376,180,1,1427.3,38.93
711,377,294,1,350.49,44.44
712,377,849,1,137.27,38.57
713,378,1037,1,1025.42,5.84
714,379,356,1,313.1,5.1
715,380,554,1,205.65,19.09
716,380,7,1,545.1,18.66
717,380,349,1,61.53,37.69
718,381,149,1,1452.06,19.06
719,382,754,1,40.38,30.54
720,383,965,1,2046.41,13.22
721,384,311,1,30.78,11.19
722,384,833,1,1815.18,41.64
723,384,963,1,234.0,40.28
724,385,789,1,4463.3,33.26
725,386,150,1,36.67,30.49
726,387,10,1,329.31,40.9
727,387,677,1,1422.69,12.47
728,388,425,1,339.39,12.58
729,389,512,1,112.3,39.75
730,390,749,1,811.83,36.0
731,390,398,1,918.49,24.36
732,391,173,1,1871.51,5.49
733,391,45,1,1238.17,33.63
734,392,1013,1,870.01,10.78
735,393,873,1,581.28,10.01
736,393,204,1,452.95,8.1
737,393,502,1,485.95,40.6
738,394,979,1,71.55,26.24
739,394,725,1,274.26,44.22
740,395,86,1,2101.99,44.43
741,396,21,1,110.94,6.05
742,397,15,1,2206.14,42.43
743,398,1085,1,4164.17,14.14
744,398,352,1,197.93,11.96
745,399,672,1,2135.9,14.95
746,399,525,1,3671.06,16.83
747,399,77,1,456.36,14.39
748,399,230,1,240.48,36.5
749,399,608,1,234.29,26.84
750,400,819,1,890.04,25.93
751,401,689,1,167.75,19.43
752,402,386,1,516.56,8.8
753,403,396,1,1510.22,35.29
754,404,410,1,346.85,42.44
755,404,428,1,1376.63,43.87
756,405,465,1,3154.24,16.71
757,406,1193,1,459.37,15.0
758,406,605,1,2102.83,31.64
759,407,682,1,26.46,19.32
760,407,846,1,510.8,19.59
761,407,904,1,330.61,22.29
762,408,1080,1,218.26,44.77
763,409,909,1,86.52,28.2
764,410,1011,1,304.0,17.64
765,410,713,1,270.12,29.98
766,411,511,1,284.23,39.63
767,411,203,1,614.08,11.5
768,412,853,2,381.16,22.75
769,412,901,2,101.83,38.66
770,412,445,1,38.93,40.65
771,412,153,1,2088.21,28.88
772,413,394,1,371.61,36.8
773,413,521,2,289.32,41.25
774,413,16,1,430.56,13.25
775,414,1070,1,219.71,43.59
776,414,180,1,1436.49,43.2
777,414,932,1,2511.41,7.55
778,415,897,1,2618.97,16.64
779,415,1133,1,71.58,13.23
780,416,520,1,563.09,42.71
781,416,969,1,123.05,26.13
782,416,650,1,240.94,7.5
783,417,820,1,209.08,42.66
784,417,113,1,28.92,33.07
785,418,1015,1,402.78,12.53
786,419,881,1,133.89,37.86
787,420,596,1,1285.81,36.59
788,421,991,1,1428.31,32.38
789,422,29,1,700.6,17.91
790,423,457,1,320.27,31.12
791,424,738,1,430.84,38.47
792,425,1155,1,1378.87,41.48
793,426,347,1,814.55,31.29
794,426,1157,1,48.03,24.32
795,427,102,1,293.59,40.15
796,428,710,1,425.53,32.6
797,429,54,3,375.43,34.81
798,429,1046,1,1010.31,13.06
799,430,329,2,107.6,20.61
800,430,430,1,513.88,37.98
801,430,495,1,1394.07,39.05
802,431,535,1,141.56,33.34
803,431,189,1,1939.88,31.02
804,431,389,1,2062.06,15.18
805,431,572,2,200.84,40.84
806,432,933,1,129.56,10.74
807,432,135,1,895.59,18.17
808,433,5,1,202.3,26.9
809,433,1177,1,104.41,33.25
810,433,746,1,260.42,36.35
811,433,736,1,355.53,18.93
812,434,491,1,567.5,40.53
813,435,365,1,260.94,43.19
814,435,533,1,1011.76,33.46
815,436,69,1,610.04,25.95
816,437,984,1,1138.72,19.13
817,438,229,1,132.94,25.63
818,438,869,1,1405.7,13.37
819,438,1135,1,1431.46,14.28
820,438,381,2,5995.47,17.06
821,439,570,3,209.23,34.62
822,440,628,1,141.91,6.25
823,441,1040,1,4213.42,41.69
824,442,1157,3,44.64,42.22
825,442,476,1,38.76,24.69
826,442,1060,1,384.81,11.64
827,443,658,1,695.15,14.39
828,444,823,1,1439.81,8.62
829,445,691,1,88.46,13.22
830,445,452,1,331.64,32.41
831,446,57,1,3177.41,10.49
832,446,849,1,125.82,44.4
833,447,920,1,191.97,42.27
834,447,612,1,227.57,36.57
835,447,261,1,1276.79,42.8
836,448,904,1,315.19,5.97
837,449,47,1,157.03,17.83
838,449,480,2,359.96,27.73
839,450,539,1,3337.52,44.96
840,450,569,1,192.46,36.19
841,450,660,1,1715.44,16.78
842,450,892,1,81.87,15.41
843,451,668,1,2666.57,6.94
844,451,860,1,2272.94,36.96
845,451,992,1,156.27,14.71
846,451,575,2,1065.1,13.96
847,452,522,1,3524.68,22.34
848,453,735,1,725.33,26.14
